src,tgt
I'm going to give you a minute,غادي نزيدك دقيقة
the road is locked,طريق باقي محبوسة
you are too late to cancel a meeting,تعطلي بزّاف باش لغي لجتماع
"Hey, Caroline, why are you bored at all?",أهلا، كارولين، ماكتحسيش بالملل عنا شوية؟
I have her hair,لي شعرها
"clear, yes, travel",صافي أجل رحلة
what are you doing?,أشنو كاديري فتوموبيلتي
company,مصاحبين
you're too much.,نتا دكا منو.
if only i could judge that thank you,كون غير قدرت ن قاضي داك شمكر
there's good for you,كايوجد ليك محسن
I'm eating food,باراكا من الماكلة
It's the same color,راه نفس البلان
"And, uh, he saw me doing the big red bots and what happened.",واخا، راه ورركت على البوتون الأحمر الكبير و ماوقع والو.
they are girls and boys,كايسومو البنات والأولاد
"Yes, of course",آياه، طبعا
you don't want to break it,مالك مابغيتيش تهشمي
"But no, I'm kind of changing my mind",ولكن لا أنا من نوع ماكانبدلش رأي ديالي راسي قاسح
when did you start this show?,امتا بداوك هاد اعرض؟
like me,كأوني
these kids,هاد العيالات
they will go with the next guys,غانمشيو برجال تال دوار
what do you do for your dad?,فاش خدام باباك؟
wash your hands,غسل يديك
"I'm good, aren't you?",أنا مزيان، ونتا؟
we're fighting to sideline a little bit of money.,خاسّ نحاربو تهميش ديال درارة صغار.
How do people like to celebrate the birthday of this country?,كيفاش ناس كيحتافلو بالعيد ميلاد فهاد دولة؟
Have you got one thing to do for you,عمرك تسنّا شي واحد يخدم عليك
i like to read poetry,كايعجبني نقرا شعر
between their children,مابين ولادهم
let me take a hurry,خليني نجرّ لكورسّي
tomorrow I need to stay early,غدا فيقيني بكري
what's wrong with me?,علاش الغلط ديالي؟
the walls of Malin's house,جقور مالين دار
please come with them,عفاك هضر معاهوم
without resting on me,بلا مابقاي تنقزي عليا
I will do the delicious,ودوز ستيشن دير المزوت
where did you get it,منين دبرتي عليها
in order to give the brilliance,كيتيح البروري
he likes to walk in nature,كايعجبو يتمششى ف الطبيعة
what are you talking about?,واش ذوما مدكورين فهاد الليست
they laughed,راه تاموح من سخرو
I don't think we're gonna find him something,مانضنش غادي نقكد ليه شي حاجة
I'm waiting for you to make a habit of yours,كانتسنّا فيك ت تحلّا على هاد لعادات لي فيك
Don't you always walk the sea,علاش كتمشي للبحر ديما
they're waiting for me and my buttons,ڭوليهوم إيسوسو تلامت و زرابي
Tell me if you want to tell me what you like.,غير مات قولش لينا ندويو بداكشي لي نتا كي عجبك.
if only we'd seen something,كنفكر غير إلا شفنا شي هد
he was washing a balcony,كانغسل لمّاعن
i will win the money,الڭرّافوز ديالو
One lady donated her entire wealth to charity,واحد سيدة تبرعات بأملاكها كاملة للخيرية
You shouldn't stop looking for you,عمرك تردع را ماشي مسيانا راك كاتخرج على موك
turn the news,دير الأخبار
coffee is too much,القهوة سحونة بزّاف
I'm able to spend my house,أنا قادر نصرف على داري
if only he asked for a grape,وليت طلب سلاب لا عنب
Why don't you want to bring that guy back,علاش مابغيتيش تعاود داك اللافابو راه خايتيح
why don't you want to understand what he was doing,علاش مابغيتيش تفهم أش كانڭول واش كاندوي بشنوية
And the baby is always a lawyer,و الواليدة ديما محامية عليا
you don't think about my job,باراكا ماتفكري أشنو درتي
I got paid for it,لي سولتني على الثمنة
I'm thinking this is easy,تانفكّر واش هاد لمسألة ساهلة
Can we gather our clothes?,نقدرو نجمعو حوايجنا دابا ?
I want to do it,ندير فيها لي بغيت
i took a dress,ركبت فتبيس
i'm not lying to you,راه غير كايكدب عليك
without raising this dog,بلا ما تربي هاد الكلب
this expert is yours,شكون هاد الخبير لي علمك
that's what you want to do,هادا خليه ماتمسحيش
cooperate with me,تعاوني معايا
That's him?,هادا هو؟
where did you come from?,كاين إمبوت د'إتات ديال الريزيدانس و
God give us a good conclusion,الله إعطينا حسن الخاتمة
i can hear something from upstairs,إمكن كانسمع شي حدّ كايعيّط من لفوق
go with me,سير معايا تدريجيان
what are you doing,أش كاتڭول
I'm waiting for a wedding,كيدايرة معا زواج
I didn't know you were waiting for me,ماعمرني ماهدرت وتسنتي ليا
i'm going to go,امتا خاص نمشي
how do you like to rest the service?,كيفاش كايعجبك ترتاح مورا الخدمة؟
you don't want to talk to me,ڭلس تفتر معانا إيلا بغيتي
By the way,بالمناسبة
i went to moss and toast,هزيت الموس و الفرشيتة
"i'm young, i'm staying with the baby other than home and cosina",ملي كنت صغير كنت ساكن معا الواليدة غير فبيت و كوزينا
I don't know what to do,ماعرفاش باش نتعاشى
i want you for a minute,بغيتك واحد دقيقة
he's playing with me in my dog,كايدل يدور معايا ف زناقي
i hope you pay attention,تمنيا تلكتوبة
I didn't want anything I didn't want to marry him,ماعمرني مانديمت على شي حاجة قد مانديمت على زواج بيه
do you think that's an eight,تهين خميرة هلوا 8 ڭ
No wipes.,بلا ما تمسح لميساجات.
I'm glad you came to me,حناكي دروني ب دحك
"if they're dirty around here, we'll probably have another 15 minutes",لحال كايسخون هنايا و غالبا باقي خسّنا تسنّاو شي 15 دقيقة خرا
I won't bother,مابقاتش كاتهملني
fit,مناسبة
you've built you right,بنتي ليا فرعنتي ديالك بالصح
Why don't you want to finish your job,علاش مابغيتيش تكمل حدمتك
if only I could discuss with you,كون غير قدرت ن تناقش معاك
i'm very good at kip,أنا موجب كبير ب الكي بوب
you see,ورت تراوا
i don't like to eat a lot of gold,ماكرهتش نولي كولي مزرزرة بالذهب
they were tested by engineers,راهوم ختبوهوم مهندسين
the service was a house,الخدمة كانت حدا دار
our bride is here,هاد عروستنا جات
I'm not going to do anything like this,ماغاديش ندير شي حاجة بحال هادشي
what do you know about expectations?,واش كاتعرف شناهيا توقعات؟
Why don't we hit the clocks,علاش غادي نضرب التمارة
I'm a big project,غاندير مشروع كبير
I'm looking for him,دبر على راسو
I'm not the best person to answer this question,أنا ماشي أحسن شخص يجاوب على هاد السؤال
come teach me to dress her,أجي دربي على علا البراسليت لي شرا ليها
do you like going to a party first you stay at home?,أش كايعجبك تمشي لحفلات أولا تبقا فدار؟
how did you do it?,كيدرتي ليها؟
there's a little bit of a problem,راه خفيف هادشي باهنا ماشي دوريجين
a guy who plays a little,رجل كتلعب شوية
It's not a problem other than that,ماشي مشكل غير هدري
Where's the book?,إينا كتاب؟
this whole thing is off the phone,هادشي كامل غير من تليفون
i will see,بلّاتي نشوف
how can I see and shut up,كيفاش نشوف و نسكت
you are too old to break up,عمرك تفرقو لورت معطلين
Don't be flattered,ماتنساش تمدغ
give me something to take,عطيني داكشي لي مولف كاناخد
what did you do for a day,أش قريتي ليوم
you don't want to,ماتعاودهاش
this place is too flooded,هاد البلاصة فيها الفيضانات على جهد
dont you want me to live in a new room,واش نتوما لي سكنتو جدد
what's the matter with this guy,شنو الفايدة من هادشي كولو
do you have a head,عمرو ليك راس
she sells gold,بغات تبيع ذهب
your special make sure,خاصك تأكد مزيان
you are too strong to be in the mic,قوية دي تونوبيلتك عند الميكانسيان باراكا ماتبقا غير ديباني فراسك
you don't want to live,نتا علاش مانعستيش
why don't you want to set limits with me on my own,علاش مابغيتيش تعدّدا لحدود معايا بوحدي
he went to the house,دخل بكري ل دار
this is the group of berries,هادي واحد المجموعة ديال البيتقات
"she's her brother, she's in the pool",وتخويها و دواز فورما في بلاصة
Whoa!,واخا!
I'm just going to flip from the hour,عادي نقلب من بعد الساعة
I taught you,راه ديجا علمتك
it's a lot of hiccups these days,نفسية شوية هابتا هاد الأيام
he's drunk for a while,راه مشومر هادي مدة
"I'm waiting for you to change me, but believe me, a man is always in a cloud",كانتسنّا فيك ت بدّلني و لكن صدقتي راجل ديما خانبقاو سحاب
I didn't do well,دوزناه مسيان ماكاين ماحسن
He can look at me like he bothered students and didn't look like him,يقدر يكون شكل المدور لي كايزعج الطلبة وماشي نظار
that's a bit of annoyance,هادشي دخيليا شك
why don't you mind,ماحسيتيش براسك اش كدير
Why don't you wanna talk about it?,علاش كتهدرو نتوما بجوج؟
They're all sunshine,وجهو كحال بشمش
she's at 10:30,هادي 10:30
we try with them and pay you back,نحاول معاهوم ونرد عليك
i'm here naked,تا هنا واعرّين
for how sweet i am,لموهيم حسالتي
if only i could lock the car,كون غير قدرت ن حبس الگارو دخيا
But it's all fish,ولكن كلشي سمك
go make you a date,سير شد ليك موعد
i'm stuck with you,عقت بيك
"Amen, my God.",أمين يا ربي
it's too late,فات عليا الحال
I really wanted to see him,صراحة بغيت نرتاه
this is a surprise,هادي مفاجأة
soon he will arrive,قريب يوصل
i'm waiting for the beans,راه نواوي خايقدي على البنادم
I want to ask you,صراحة بغيت نسولك
are you listening to this?,واش كتسمع هادشي؟
my clothes are dead,مشاش ديالي ماتو
you like me,نتي كتعجبيني
it will be the cows,غادي تكون ديال القرقارة
God will answer well,الله يجيب ماحسن
"i didn't know it, but i'm still moving.",راه ورقت عليه ولكن مازال مكنتحركو.
"I'm clean and I'm giving it to him, but what are you doing?",واحا صافي عنديرو و نعطيه ليكوم و لكن علاش هادشي
today we cut the stick,اليوم قطعنا العود
so he can count me playing better,كيحسابني كتلعب حسّن من هكا
"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",هاني جاي
you will do it first,سونيتي ليها أولا لا
i'm in the patient class,لقيت صف ديال المرضى قدامي
I'm afraid of flying,كنخاف من الطيارة
i will think about it you told me,غادي نفكر فيهادشي لي قلتي ليا دابا
you guys are in a lot of trouble,ياكما بغيتو ثاربو
I'm waiting for you to wear a dog,كانتسنّا فيك ت تحلي لكلب يلحسّك
this house is going to be wrong,دها لدار باش تبقى مع خطا
blame your head,لوم غير راسك
you are my father's eyes,نتي راه عينين بابا
my aunt's father is a drinker,والد خالتي مدمن على الشراب
this time is a long way from costume,هاد المرة طويلة بحال شي عريضة أزياء
is something else gone?,شي حاجة خرا مزال؟
they will answer it,هوما لي تلبوها
where are you sleepy?,فين غادي نعس؟
you dont have a sister,سيدي غير فيمك أختي
"Maura, I need to go to Peru to print new cards",مورا السانسور، خاصني نمشي لبيرو ديالي باش نطبع بطاقات جديدة
suit yourself,تأدب ف هدارتك
he is mine,هو لي محتاجنا
i want to ride up the bananas,غير هو إيلا بغيتي تركب زليج فوق الموزيك
far away from your blood,بعيد من دمك لايتليك
if only you had something to do with me,كون غير خليتيني نصايبلك شي حاجة
"On the one hand, you deserve this.","من واحد ناحية, تستاهل هادشي."
we still don't know what the contract is,مازال ماعرفنا واش دار العقد
they are too long for parents,طالا في والدين
i thought i'd call it a debt,كان كيسحاب ليا غادي يتشببت بالدين
what do you want to do for my daughter?,شنو بغيتي نڭوليك أبنتي?
what do you want?,ياكما ڭولتي ليها شي حاجة?
if only I could go back to my place for a year,كون غير قدرت ن عوج ديك سنة لي عندي باش ترجع لبلاصتها
love is yours,الحب ديالي نتي
i'm just going to be late,راه باين ككون لي خاصر فهادشي
she's in love with her,مرماقها معاها
the security problems are rising,بصح المشاكل الأمنية ارتفعات
i'm sorry,كايدرني دغري
i'm working here to collect money,أنا كنخدم هنا غير باش نجمع فلوس لماكلة والكرا
he put his hands on his hair,دوّز يدّيه على شعرو
I'm thinking this is a good bus for a traveler.,تانفكّر واش هاد لبلاصة مزيانة ل سفار.
first go to your parents,أولا سيري عند واليديك
i think you're wearing this dress,شكون قالك تلبسي هاد اللبسة
he doesn't know,هو مامعروفش
I need to pick up the phone,خاصني نقتعو واقيلا
i'm waiting to see how you're going to touch the box,شي منتخبات عيانين تواصلو المربع دهبي
what do you want to be special?,واش بغيتي شي جو يكون خاص؟
I dare you to follow this law,نتحداكوم ت تبّقو هاد لقانون
"Oh, hello, I'm glad I've seen you for a long time!",آه، اهلاً، أنا فرحان حيت شفتك، مدة طويلة دازت!
he didn't ask for forgiveness,وراه العفو ملي كايسخان الحال
Right.,صحيح.
I'm waiting for you to pray,ثرص ليا التبصيل
do you know her?,واش كتعرفها؟
Yours is getting old,خاصك تزيد القدام
where is this tomorrow,فين هاد الغبرا
i'm waiting for the massage,بقيت تاشوية جاني المساج
Why don't you lock her up?,علاش ماتحبسش دابا؟
this is hard for a boy who's always good at his hands,راه مجهد لولد ديما معير واليديه
this is the mistake,هادا هو الغلط
"Oh, I'm from nature",آه عييت من الطبيعة
i didn't want to do anything,راه ماعندو مايدار في حياتو
let me help you build this collection,خليني نعاون في البني ديال هاد الجمع
Somebody else knows how to draw what he was doing to my house,واحا لاخرين كايعرفو يرسمو تحد ماكان كيوصل لديري
if only i could give you back,كون غير قدرت نعاود ليك لي فات
What can you do for me this much?,و واش ممكن تڭول ل سرباي هادشي?
he's got one in the house,تي راه جاتني واحد دخلة
between you and me,بيني وبينك
i wanted to beg you,كنت ناوي نسولك
either you give me money,يا إما تعطيني فلوسّي ولا خاندفلك لحبّس
do you want to go to bed,أجاركوم الله
You don't want to show me what you didn't want,مابغيتيش تعرض دكشي لي كانڭول ماملفاش ليك
"Oh, uh",أوه، آه
the wedding is going to go to him,سير حدر العرس لي تعرضتي ليه
i'm ten years old,دازت عشر سنين
if only I knew you and the moon,كولشي عارفك سكايري و قمر
they didn't meet him,فاش وصل لقاهم هربو عليه
"Oh, my God!",يالاه طهلو
people are in trouble and they are in trouble,ناس كايبعدو على المشاكل وحنا كانقلبو عليهوم
Where did you arrive at?,فين وصلتي دابا؟
he's very brave,هو شجاع بزاف
he was very good to her,كان خاصني نجي معاها جبيلا
he eats your food,راه منتدما الماكلة ديالك
"Yesterday, I drank without sugar.",البارح، شربت أتاي بلا سكر.
come to me,طلع ليا فتاسي هادشي
I don't want to go to the office,ماغاديش يمشي لمكتب ديالو
Why don't I get a beer?,واش واخا ناخد بيرة؟
this country is only a bribe,راه رئيسة ديال هاد البلاد قدر غير برشاوي
my mistake,الغلط ديالي
I'm going to go find a lot of money,و بزّاف ديال لسفريات باش نكتشفو دنيا كيدايرة
he has the flower,عندو الزهر
tell him to come in,قولي ليه يدخل من سهتة
and a quarter,وربع
i don't think i'm gonna find anything i need,مانضنش غادي يسنع دكشي لي نتا محتاج
I can run a book in the house if it's not written,و يمكن ندير بريكولات ف الدار فاش كانكون كانكتب
you don't start waving on us here,بلا ما تبدا تلوى علينا هنا
we are divorced,طلقنا خلاص
i'm sorry i'm late with the grocery store,راني كنت متايفة مع مول الحانوت
i don't understand,مافهمتش
they went out and drove something good,خرجو يقادو شي وراق
i'm in salon,قالس أنا ف سالون
dont forget about him,بلا ما تختارق ليه تيليپهونو
i will take too much time to get back from the road,غادي ياخد لينا بزاف ديال الوقت باش نرجعو من طريق الجينا منها
i will not waste my head,مابقيتش باغي ن دفّي راسي را كاين سهد
Have you tried to dry up a good spot,عمرك جربتي تاابر باش تجيف نقطة مسيانا
didn't you read it outside,مشات تكمل قرايتها فالخارج
i will go for a walk,مافيا لي إمشي
i don't want to go with us,ماغايتفرقش معانا
I have a few hours before I get the train,عندي شي سويعات ندوزهم قبل ماناخد القطار
you're too easy,تمرين ساهل بزّاف
i come with peppermint,عمرت أتاي بنعناع
why don't you want to tell me what happened,علاش مابغيتيش ت ودّح ليا أش وقع
i know you picked it up,عرفتك زبلتيها
where are you half of this?,فين نصيفت هادشي؟
What is it?,آه بش داكشي
"uh, i like this with ducks and pelicans",آه، حتى أنا كتعجبني هاد دايا مع البط و البجع
don't be too late or you won't want to do it,فاش تانكون معطّل شوية ولّا ماتانديرش شي حاجة بغاتها
I can't forget it,مانقدرش نسا خريها
i wanted to but my heart is not,بغيت ولكن قلبي كيڭول لا
it's a problem with this,مشكلة مع هادي
Don't try to move my feelings,بلا ماتحاول تحرك ليا المشاعر
i don't have your phone,ماعندي منتسلك
he hasn't seen him,هز حجبانو
you have it left in time,راه باقي عندك في الوقت
I told you my brother is yours,قلت ليك ثلائي فرسك
why do we keep trying to do this,واش نبقى تاني نحاول هادشي
a year,كولّا عام
you drink too much water,حاسك تشرب بزاف ديال الماء
this is a house on a mountain,هاد دار كاتل على جبل
but he yells at me like they have money,ولكن را صياح هبوما لي كايجيبو ليهم فلوس
you're not perfect,خوا ليس كونت كاملين
i don't want to talk to him,لابغيتكوم غانعيط ليكوم
"Here you go, gentleman.",هاهي ديك سيدا جاية
you could never come to your flower in the morning,يمكن غير جيتي على زهرك في شي نهار ماشي هو هاداك
don't the police want to knock on the door,واش بغيتو البوليس يبقاو يدقو عليا ف الباب
"one question, Sandra:",سؤال واحد، ساندرا:
if only I could say no,كون غير قدرت نقول لا
I'm wrong about you,نتا لي غلطي بوحدك
where do you pull it,وايه فين شدها
i dare you to postpone this date,نتحداك تأجّل هاد لموعد مايمكنش
if only I could analyse this script,كون غير قدرت ن حلّل داك نص فلامتحان كيما ڭالينا لأستاد
I don't know what to do,ماكايعرفوش الحاجة لاش كايساوبها
She's going to make a mess,هي تمشي لكوميسارية تدكلاري بيه
if only I could read the law,كون غير قدرت ن متاتل لقانون و لكن أنا سڭوع
i don't know where to give a head,ماعرفاش فين نعطي راس
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,آه را لوقت كايطير، عندك شي بلان ديال سفر
how much are you crooked,مال سباعك عوجين
it's a tmara and it's a god,كاينة تمارا والله
he was very happy,كان فرحان بيه بزاف
i always knew she wanted to die,كنت ديما عارف أنّها بغاتنا نموتو
i'm glad i know you're healthy,فرحت فاش عرفت أنّا صحتك مزيانا.
what do you want me to do?,باقا كتبغيني ياك؟
if only I could tell you the truth,كون غير قدرت ن نكشف ليك الحقيقة
I'm proud to be with you,أنا تان نفتخر بأنني معاكم
is that too bad?,واش هادشي كايوقع بزاف؟
do you want to come to dinner tomorrow,واش بغيتي تجي بلاعشية وولا هتال غدا
it's down to land,حطّ داكشي لّارض
My life is not with us,حياتي ماعندها معنا
we'll find our friends,كنسولو فبعضياتنا وساف
How do you want to go out this late?,كيفاش بغيتي تخرج لجّردا فهاد ليامات الجايّين?
he learned the new language,كانتعلم اللغة الجديدة
I always went to the idea of having a romantic groceries,ديما كانت كاتجيني لفكرة ديال نشرفو بجوج رومانسية
can you explain this?,واش تقدر تشرح هادشي؟
what are you talking about,واش نتا مكلخ
they asked her with a lot of pressure,طلبو منها بش دعاف
i'm a fantasy to tell stories,راه الخيال ديالي كيسنع شي قصص
i wish i could come back,تميت رجعة
Why don't you want to kill yourself,علاش مابغيتيش تقتلو ياكما كايجيك
where do you receive this nature,فين غاتلقاي هاد الطبيعة
I'm too big for him,كسكيتة كبيرة عليه
it's a waste of English,كانهدر شوية بالإنجليزية
what do you want to do at dinner,أشنو غاديري أحبيبة فالعشاء
i don't care,غير بقاي تجلخي
It's not the best way to forget the good things,غاتكون أحسن طريقة باش نساليو السيمانة
I dont want to offer you life if you want me to die,مابقيتش باغي نعرض عليك حيت ماجيتيش عزيتيني فلموت ديال واليديا
I'm with you,راني معاك
where are you?,فين كاينا لا ڭار عافاك?
eat my food,تمعليا ف رزقي
i like it too much,كايعجبني الحال بزاف
Say hello to your family,سلّم على عائلتك
he's comfortable with the tsunami,راه مرتاح يكون تسونامي
they don't think,مشا يتقدا
she looks just like her,القينة وحدة كاتشبه ليها تماما
it's a mistake,غلطّ
he's going to open,علاهساب لفتح
dont want to talk to him,واش بغيتي تهضر ليا عليه
do you know what you want?,واش كاتدرك شي حاجة؟
think of the future,فكر فالمستقبل ديالك
there is too much money for them to pay for the whole day,كاين بزّاف لي كاينساو السيامهوم و كيبقاو عاطينها غير لسبان نهار كامل
i thought i'd get too much before i have a cup,كان كيسحاب ليا غادي يتسنّا بزّاف قبل مايدي شيڭي كوپا
i saw you busy,شفتك مشغولة ماڭتلك والو
I'm not thirsty,ماكتعطش
Happy birthday,عيد ميلاد سعيد
Have a good day.,نهارك مبروك عليك
give your clouds to help you,عيطي لسحاباتك يعاونوك
Have you been there for a year?,شحال عندك من عام؟
Where did you come in the cabin?,فين جات الكوزينة؟
why don't you want to get better,علاش مابغيتيش تحسّن
this is normal,هادشي عادي
It's not for a movie where there's too much,غير هو لفورمة ديالو تكون فيها سيما زايدة شوية
touch me with your brother and computer me according to your enemy,ڭلّسني ڭلّسّات خوك و حاسبني حسب عدوك
she's not here,هي ماكنتش هاكا
the band is the best one I have today,الفرقة ديال اليوم هي من أحسن واحدين عندي
dont come back,دير علاش ترجع
I'm walking to the salsa,كانمشي للصال
it's a problem,علاقلّ
feel good,حس براسو
we need to find something wrong,تاهد فينا مافيه العيب
he didn't buy a lot of money,كاينين ديس ڭروپت زوينين و كايعاونو
I'm trying to spread something,بغيت نشري شي حاجة
he drew her and he drew me,ولفتها و ولفتني
he is my co-worker,راه تعاونية لي كانت عدنا فالعروبية مابقاتش
servants from Nito,خدام من نيتو
I've been talking to you,كانت خاطبتك
but we're looking at it,ولكن زوين فيها المنظر ديال تلج كيتيح
he has a heart problem,عندو مشكل ف القلب
i'm worried about you,مربوك عليك أمدام
he wrote one letter,كايكتب واحد رسالة
you should never ride that stick,عمرك تركب داك العود راه كيركل
without making it easier,بلا ما تخفف شانتا
i eat this stuff,كليت هاداكشي لي بقا
"Statistically, it's a good time to take off and go down.","إحصائيا, لكسايد كايطراو عادة فل إقلاع و لهبوط."
you didn't fix this problem,عمرك تدبت هاد المشكل
let me go to this movie,خليني نتاقد هاد لفيلم
you are too late to justify your situation,تعطلي بزّاف باش تبرّر لموقف ديالك
you don't have a bus,مامشا معاك باص
I'm working at my head,انا خدام عند راسي
"And where did I get late, I thought I'd leave some room",و منين عتدرت على تعطل ديالي، تفكرت خليت وراقي فدار
he doesn't answer this case,لايجيبو فبحال هاد الحالة
Why don't you want to eat a sponge,علاش مابغيتيش تاكل سفنج
I dare you to praise this program,نتحداك ت مدح هاد لبرنامج ماخدوزش ليك تكدب من هاد الناحية
what do you think this is for me,راه ماكافيش هاد الما لي كايم
if only I could check.,كون غير قدرت ن مراجعة.
you don't want to make us happy,مابغيتيش تفرحنا بشي وليد
i'm waiting for you,هانتي مستورة معايا فدار
why did you go out to mind?,واش خرج ليك للعقل؟
he goes to sleep,يمشي فينما بغا
he has a chicken but he likes to roast,بخا يهز دجاج مالقا غير العجاج
"i was waiting, but i didn't want to be honest",كنتفرج مس ماكندويش بصراحة
this doesn't make sense,هادشي ماشي معقول
i will die,غادي نموت
you want to talk to me,توضر ليا شارجور
"By the way, do you want to go to work?","بالمناسبة, أيخصنا نشطحو!"
I came to see you,جيت نشوفك
help me with the coffee,خدمو عندو في القهوة
from all sides I'm winning this concubine,من جميع نواحي راني رابح فهاد الكونطرة
Five teach them,خمسة تدراهم
i will call this money,أنا غادي ندي دوبل ديال هاد الفلوس
go before your service,سير قبل خدمتك
you're not in trouble,كاتقلب على المشاكل نتا
he won't listen,هو غ يخلي بلاصتو
you know what to do,كاتعارفي تمتلي
do you think this is a beautiful sunscreen?,عفاك واش هاد واقي شمس زوينة؟
Thank you for the offer,شكران على العرض
I'm gonna do it when I'm done,آخ ندير فيها مامتيقدر
Have you tried to do a police thing,عمرك جربتي تدور معا شي بوليسي
i'm clear,مسح غداشي
Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!,"أه مزيان, شكرا على المساعدة."
"They turned you against me, I know!",قلبوك ضدي، أنا عارف!
you're old enough to eat money and money,عمرك تلقى شي فلوس مليوحين وماديهمش
i'm sorry,جا تاني
But we are comfortable with the whole year.,ولكن حنا مرتاحين العام كامل.
I don't know how to tell you,ماعرفتش كيفاش نقوليك كانبغيك
we will go to my aunt,نمشيو تارغو عمتي تم
Let's go to the hospital tomorrow we want to go to the hospital,يالله نمشيو بكري الجمع نشدو سفوفة لوالين
the crowns,كاينة العجاج
No rice,لا ورززات
It's not good.,ماشي مزيان.
"Oh, I'm waiting for a cupboard, god save you!","أه, غاناخد طاجين, الله يحفظك!"
I want to get here and this is where I live,كنبغي نجي لهنا واخا هكاك حيت هاديق بزاف
i'm waiting for you,داريتك فراسك واقيلا
I'm going to see if I'm going to get the master,سير بارك لدريا راها عدات الماستر
i didn't know what to do,ماعرفت شحال داير الكرا تما
you are well,ريحتك عطات
what is the matter with my servants,وا شحال ديال لخدامي تبعيني
i respect you,أنا كانحترمك
I need one thing to donate blood,خاصني شي واحد يتبرع ليا بالدم
see how good you are,شوف فيا مزيان
I need to talk to him for a while,خاصنبا نڭالسو معاه شوية
you should stay with you,عزيز عليكيا نهضر معاك
this is the time,هادي المرة ديال الزمان
"if it's too late, that's your problem, huh?",إيلا كان الندم قديم وفات عليه الوقت، فهادا راه مشكل ديال موظفين عندك، ياك؟
I'll take a cup of tea,غاناخد واحد كاس ديال الأتاي عافاك.
the liver isn't on gold,ماتربيش الكبدة على ذهب
i want to change the weather,بغيت غير نبدل الجو
I don't think I'm gonna do anything,ماشفتش أنا شنو كايدير
I want to go to the bathroom,بغيت نمشي لحمّام
I told the groom to come to the bride,عيلت العريس كبرات بالعروسة
you have,عندك
i went to see him and we sat down,القصم لي مشيت ليه كنسبغو ونجلس
i wanted to introduce my head,بغيت نقدّم راسي
It's starting to sound difficult,البدية كاتكون صعيبة
As long as he is.,سلام مادام.
understand their statements,تفهمو بيناتهم
I'm gonna go first,أول مرة غاتجي
i don't think i will close the door,مانضنش غادي يسد علينا البيبان
i can eat something cooked,إمكن خاصني ناكل شي حاجة طاهية
I want to run a support project,س بغيت ندير مشروع دعم و تقوية
"God, where are you going?",يا ربي فين مشات هادي
you can't go to school,تعطّل على لمدرسة
I wouldn't turn on Wallace,ماكانقلب على والو
You're great to say.,نتا رائع بالمقول.
i thought i was gonna try to get the rondes up,كان كيسحاب ليا غادي يشد داك رونديز فوقتو
is there a party you want to bring me?,كاينا شي حفلة حاتحضر ليها؟
What do you mean by that?,أشنو كاتقصد ب ؟
you are too late to get your head out,عمرك تبلوكا فشي إمبوتيلياج عارف تخرج راسك
i have a habit of sleeping too much,عندي عادة ديال النعاس بزّاف
i see me in the drawer,أنا راني ف الدروج دابا
where is that for a new bus,كاين داك لبلاصة طاليانية جديدة
dont serve,ولا تخدم
my turn is looking at the summaries,داروري تهفد الملخصات
you quietly don't fool me,ساكتي بلا ماتحمقيني بحبالك
4 floors of a lonely grave,4برات قبرة وحدة
the oil is hot,الزيت سخون
I don't want kids,ماعندوش لوالاد
we didn't regret it,دحكنا معاكوم ندمتونا
i want to start,فيما بغيتي بداي
You have nothing to worry about,واش عندك شي حوايج
i'm gonna regret my time,أنا غادي ن ندم وقتي
if only i could help you,كون غير قدرت ن بلاصيك
you want to wear carats,تقادي تسبغي بلاكارات
go to bed,سير قد ناموسية راها محرسة
you don't have a manager,ماعندك مدير
your dad stayed for me,بقا أباك لي شايفو
she wasn't afraid of Wallace,ماكانت كاتخاف من والو
less,أقل حد
this isn't gonna work,هادشي ماغاديش ينجح
we want to go to work and learn what to do in Germany,ناوي نمشي نتعلم ألمانية باش نمشي نعيش في ألمانيا
it's clear,راه صافي البحر
don't you want to sleep with me,علاش مابغيتيش ت نمّي من تاقافة لي عندك
your special is going to belian,خاصك توصل للسليان
"come on, let's do it this way","أجي, خلينا نديروها بهاد طريقة"
the police pulled the code yesterday,البوليس شدو شفارة البارح
i will go to pikala,سوڭ لپيكالا
I want to wash the walls,بغيت نغسل الحوايج
listen,سمع
you don't know,ماعمرك تعرف
this isn't what i'm waiting for!,هادشي زوين نيت!
we dont want to stay in the house,ماكاينا تا معنا تبقا تنڭور ف الدار
the wind of the land called me today,ريح الأرض سدعتيني اليوم
But then I will improve if you are sick,ولكن بعدا وليت حسّن مابقيتش مريض بحال لوّل
i'm gonna need a minute to squeeze your lemons.,غادي يخصني دقيقة باش نعصر ليك ليمون.
get your new nanny,جيبي هاديك المانتا جديد
she needs a face that she's old,غانوريها واحد الوجه عمرها شفتو
the string is too late,التران معطّل بزّاف
she's still waiting for her,مابقا ليها والو نيت
i cut my knees to a throne and I strapped my head,جرحت ركبتي ب واحد لعرش و قمشت راسّي تاهوا
I pray,أصلي بالخزامة
