src,tgt
مابغيتيش تهضر معايا,You don't want to speak to me
بدلو الحكومة بزاف,they changed gouvernement radically
مابقاوش وحدة ديال الدراري,they are not children anymore
اشناهوا شي طبيب قادم؟,What is next chef?
شنو لي غاتوصّلني ندير ?,What would you advise me to do ? 
كان كيسحاب ليا غادي يخلص ديك لخدمة بزربة,i thought that he wil lfinish his job fast
كريت شي بلاصة,i rent a place
راه مشروع غريب,It is a strange business
كنت حاملا و ماعرفتش,i was pregnant and i didnt know
كايعجبني الكلاب,i like dog
علاش جبت شي كاس ديال بلاستيك,why did you bring a plastic glass
راه ضيقة هاد الجلبة,This Jellaba is tight
خليني نفيق,Let me wake up 
هادي أول ليلة ليه هنا,It is his first night here
ماسدتيش المحل,you didnt close shop
كنت كنت كان غلط,i was wrong
هادشي خايب!,That's horrible!
أنا غادي نجيب ليك شي هدية,i will bring you a gift
ماشي مشروعك,it's none of your business
تانفكّر واش ماغاديش نعطش,I think of  not getting thirsty
خاصنا نحاولو نبداو الكوخة,we should try to find the cabin
مابقيتش باغي نحتملك,i will not hold you
عمرك طلبتي منّي,you never asked abiout me
واش مازال نتا بخير هنا؟,Are you still okay here?
هاد الأستاد كايشرح مزيان,this teacher explains well
هبط!,Slow down!
بغيتي تزوج بيني؟ بعد هادي مع ماما.,Want to marry me? then talk to my mom.
تليفون كايديرو لحيات,phone is destorying lives
البلاصة بعيدة بزاف,the grocery store is too far
ناسّ ف هاد البلاصة ماكايهتموش,people in there place don't care
زيدو إهانة على الجرح,Add insult to injury
أنا غادي نلغي هاد المحكمة,i will cancel this lawsuite
كانتسنّا فيك ت دير شي عينية ديال دك لدم,I'm waiting for you to do a blood sample
شري حوايج تقليدية,buy traditional clothes
راه ف كرسي ديال العجلات,he is on a wheelchair
ماتبقاش تڭول,dont yell
كون غير قدرت ن رفض هادشي,if only I could refuse this
مابقيتش باغي نستوعب هاد درس,i will not udnerstand the lesson
ديما حيو هنا,It's always lively here
إمكاننا نخلعوه,maybe we bother him
واش دخلتي المدينة,did you enter the city
راه كايبان ليا,its getting clear
هي باغي تبيعها,she want to sell it
سير ليك الكوزينة و جيب ليا شكلاط,go to kitchen and bring me chocolate
جايا ليا راجلتي,the woman came to me
يالله نمشيو من هنا,let's move from here
تانفكّر واش نمشي لبراد,I think of going abraod
أنا غادي نديلك لبلاد مزيان,i will take you to good places
شوكة؟,A fork?
كتبت ليا شي سيروب,she prescribed a syrop
على حد فهمت,As far as I understand it
نتحداك ت لقاو ليك الكرا فهاد التمان,I dare you to find rent with this price
عمرك جربتي تعتاف على شي واحد,Have you tried rxcuse someone
ماعندناش فلوس,we dont have funds
ماعرفتش,i dont know 
عيناي مغلوين,I've got my eyes closed.
شحال هادي مابقيتش كنا ف الجو,It's been a while since we've been in the air.
نهار كامل كايطلب,all day he begs
أنا غادي نمشي ليها,i will go to it
آه، علاش لا!,"Yes, why not!"
تانفكّر واش نرجع لدار,I think of returning to home
ماعنديش نمرة ديال شي واحد لي يقدر يعاونا.,I don't have the number of anyone who can help us.
ماشي كافية هادشي,this is not enough
علاش قلتيهاش قبل,why you didn't say it earlier
من كلّ الحجم,Of all sizes
شحال ديال الولاد عندك؟,How many children do you have?
و كيفاش كايديرو ليوما هنا؟,And how are things here?
ديما كاتعطل,she always late
أنا كنبكي,i'm crying
فهمتيك,I understand you
"بغيتي ديزير, واش ماشي?","You do want desserts, don't you?"
بزّاف ديال ناسّ هجمو على قطر,many people attacked qatar
أنا فداك,im in
عيني كيحرقو,my eyes are burning
شكون قالك تجي بوحدها,who told you to come alone
راه معطلة,she is late
راه فبوجيت,it is on a budget
سدّو داك الوتون,turn off the stove
شي حد عطيك شي خيرة,someone give charity 
أنا فرحان بزاف باش نعلمك بلي نجحت,I'm really happy to inform you that you succeded
فليل خاصك ت سكت,night you should be quiet
خاصو يدير محاكمة,he needs to have a trial
هادشي كايزرب,this is too suggary
غير خليها عليا,just leave me her
هاد المناقشة باينة بيننا,this discussion stay between us
كليان كايجيو بزاف,client are abundant
راه بطل بزّاف,he is too slow
حفادي بخير,My grandkids are fine
عمرك تكد ف هاد السرير الملوخ,you should never lie in this dirty bed
شي شيفر ديال الخدمة لي عندي خايبة,my work schedule is messed up
راه زوينة هاد البنت,this girl is very attractive
عطيني غير وقت باش نوضّح ليك,give me just time to explain
علاش مابغيتيش تتماع ف الديرية,Why don't you want to get along in the vilage
كناعيشو حدا بعضنا,we live next to each other
نشوفك نهار تنا,i will see you Monday
كون غير قدرت ن طلبو شي حاجة,if only I could ask something from him
عمرك تعترض على هاد لفرقة,you should never object to the team
سير تبكي تما,go cry there
شريت ليه خاترة,she bought him a ring
أشمن نوع ديال الموسيقى كيعجبك؟,what kind of music do you like?
خايف ماغاديش يرجع,i'm afraid he wont be returning
واش 21 نهار ولا شهر,is it 21 days or 1 month
أنا غادي نشاهد هاد الفيديو,i will watch this video
كان غادي يديرو فيه ديك الحوايج,he would have taken his dirty stuff drom there
أشنو لي بغاه,what does he want
إيلا كايجيب الخدمة بزاف غادي نعاني,if work got a lot we will suffer
راه عيانة,he is emotionally weak
كنتي كيعني تقولي مابقيتش كاتبان كبير باش نكون جدة!,You meant to say I dont look old enough to be a grandma!
سير لويب لي قلت ليك,Go to the website I told you about.
ماكدبتيش,you didnt lie
ختي وحدة ف التدريب,my aunt was accepted in training
كايديرو الصور,they do photos
خدام ف البنكة,he works at the bank
عجباتني هاد الأغنية,I like this song
ماعرفتش عمرها,i dont know her age
أنا غادي تقاعد فاش غادي يكون عندي ستينات,I will retire when I'am sixteen years old
آه، شكرا.,"Yes, thank you."
أنا المدير,i'm the director
راه غني بزاف، ديما كان كيسحاب ليا غادي نخرج شي حاجة من هادشي ملي يمر.,"He is so rich, I always thought I would get something out of it when he passed away."
مابغيتيش ت رقص علنا,You don't want to dance publicly
ختي حامل,my sister is pregnant
رطوبة غادي تخرج من وجهك,The humidity will take from your face 
ماكاناتخافش بوحدها,she wasn't afraid alone
واش طريق صعيبة عليا,is the road hard for me
كاياكل بزربة,he eats fast
المعرض ديال الفن بعيد على البار غير مئات ديال متار,The art gallery is just a hundred metres from the bar
كانضنّ جيراني كايضنّ بلي بغيت نردهم,I think my neighbors think I want to hurt them
دير شوية ديال الهواء نقي,Get some fresh air
كان الصراخ كايزيد,the yelling was extreme
مانقدرش نرفض,I couldn't refuse
كانهتمّر,we used to love
ماكانش بحال هادا,she wasn't like that
دارنا ملية,our house is full
إمتا غادي تبدا المشروع ديالك؟,when do you plan to start your project?
إيلا مشيتي ل بي إم إعلاني,when you go to bm tell me
شفتها قبل,i saw her before
دخلني ف عقلي,blow my mind
ماكانقدرش نخرج من كوفيد,i dont smel lwell after covid
شنو أحسن هوايتك؟,what's your favorite hobby?
ملي كنشوف فلبير خضرا، كايكون فلبير الحمر,"When I look at a green pepper, it becomes a red pepper"
كسرتي راسك,you broke your head
تقلي من القياس,reduce the intake
عاوّلني,remind me
ماكرهتش شي طريقة باش نستبعد على مسؤوليات ديال البغا ونمشي نڭلس,i wish there was a way to skip adult responsibilities and just nap instead
غادي نخرج من الخير والخايب,i will make ways with good and bad
و راسي مزيان شوية,And my head's a bit funny
الكيك مزيان بزاف,the cake is too good
عفاك ماتلمسش داكشي!,please don't touch that!
خاصني نطيب شي خبز,I need to cook some breads
كايمشي لخدمة,he goes to his work
أنا كنعلم الفرنسية,I am learning frensh
أنا غادي نخسّر,i will lose 
قالت ليك ماتديش هادشي,she told you don't do like this
بلا ماتخدّم شي داكشي لي كايديرو,Don't do diet
عمرك ت حزم حوايجك,you should never pack your clothes
سيري,go away
نتحداك ت شارج تيليفونك,I dare you to charge your phone
إنا المدرسة كايمشي?,Which school does he go to?
مازال ماعمرني والو,i still didnt do nothing 
جيب ليا الكرسي,bring the chair
هاداك الشخص كايدير بزاف,this person is chivalrious
سير نسخ دروسك,go copy your lessons
كايبان زوينة,she looks marvelous
ولدو هو يده,his kid is his right hand
ديما صافي وجهك,always clean your face
علاش كاتعاود,why are you repeating
غاتكون صالونة ديالي مسخورة,My living room will get messy
تعطلي بزّاف باش ت سبني معانا, you are too late to subscrube with us
باقي الخضرا جاهزة لخدمة.,The rest of the vegetables is ready for serving.
شنو هو العطورة؟ و إيلا دك الحيط دخل فالقسّا، واش إمكان تمسّحو؟,"What is a spice? And if the thread got dirty, can it be cleaned? "
كايبان بلي راك مستعدا على كلشي,it seems you prepared for everything
مانضنش غادي نتصاحب معاه,I dont think i will befriend him
ماشي راك، أنا,"It's not you, it's me"
كلو دجاج الحوت و لحم,we ate fish chicken and meat
ماعمرني ماعمرنيش فيها,i never been attentive to her
سكت,shut up
درت قهوة زوينة,i made a good coffee
عطيني نمرتك,give me your number
مابقيتش باغي نبقى خايف ف الليل,i will not stay outside by night
إيلا كنتي فالمكتب ديالك إحترمي عليهوم,if you are in desk respect them
شكون هاد الخياطة لي كايستعمل؟,Who is this tailor you are using?
كايبان ليك الممثل,you look like an actor
أنا كانشري من هاد الدراري,i buy from this fella
عيط عليا العشاء البارح,he invited me to dinner yesterday
و كاتڭوليا نراسي,and you tell me to relax
كيعجبوني الحيوانات,i like animals
راه راه بادر شي شركة,he started a business
المفضل ديالي هو الفانيليا,My favourite is vanilla
أش هادشي,what is this
ديما كايجيب ليك جو زوين,It always puts a good atmosphere
هادا مدة هادي ماكانش عطلة,It's been a while since I've been on holiday
أجي البوليس كايجي,come the cop is coming
علاش توليد طونوبيلات كايلوّث بزّاف؟,Why is producing cars is very polluting?
واحد نهار ماكنتيش هنا,one day you were never here
سير طبّي,go cook щ
كون غير قدرت ن حدّد معاك,if only I could speak speak to you
عمرك ماتڭوليش عليها,don't ever tell me about her
ماعنديش شك أنك نسيتي شكون أنا,no doubt you did forget who I'am
بغا يبرد شوية,he want to chil up a little bit
آه، ولكن أش فيك نمشيو نتمتّاو شمش فشي بلاصة أخرى؟,"yeah, but how about we go and enjoy the sun elsewhere?"
تعطلي بزّاف باش تناقش,you are too late to disagree
كانكل البسكويت,I eat cookies
ناسّ لي كايبيعو ليك لوحيدات ديالك,the only people who buy your crappy paintings
شنو هواويات ديالك؟,What are your hobbies?
أنا غادي نعاود شي دقيقة,i will add one minute
باقي واحد الحبس فالطريق,there is still a blockage in the road
تعطلي بزّاف باش تلغي الاجتماع, you are too late to cancel the meeting
أهلا كارولين، واش ماكيعملكش شوية هنا؟,"Hey, Caroline, don't you get bored a bit here?"
ل شعرها,for her hair
إمكانك ت بلاّط على هاد المسافر,you can report the trip
أش كادري ف طوموبيلتي,what do you do in my car
كايخرجو,They are dating
نتا عاقل عليه.,You're smarter than him.
كون غير قدرت ن دعوي على هاد الدراري,if only I could sue this bum
كانسايب شي حاجة أحسن,i prepare whats better
باراكا ماتاكل,stop eating
راه نفس الخطة,it's the same plan
واخا، درت البوتان الحمرا الكبير و ماجايا والو,"Right, I've pressed the big red button and nothing has happened."
البنات و البنات بزربة,Both girls and boys fast.
آه، طبعا!,"yes, sure!"
خايب,be ashamed
ماكانبدل راسي,i dont change my opinion
إمتا بدايتي داك دوا,when did you start this meds
عاوني,help me
هاديك نسات,these women
غادي نمشيو على رجال حتى القرية,We will go on foot until the village. 
أش كايدير الواليدك؟,What does your father do for work?
غسل يديك,Wash your hands
أنا بخير، و نتا؟,"I'm fine, and you?"
خاصنا نعتبرو على الدراري,we should care for young boys
كيفاش عامر الناس كيدورو عيد ميلاد فهاد البلاد؟,how do people typically celebrate birthdays in this country?
عمرك تبدل هاد القهوة,you should never change this cafe
كنبغي نقرا القراية,I love reading poems
بين ولاد,between children
خليني نجي ليك الكرسي,Let me get the chair
غدا فيقني بكري,tomorrow woke up me earlier
علاش أنا من غلطتي؟,Why is it my fault?
سول الواليد ديالك,ask your parents
عفاك تحدري معاهوم,please talk to them
ماتبغيش تفرجني,dont fool me up
سير عند ستانيا ديال البنزين,go to petrol station
فين لقيتي ليها,where did you find her
كايطيح الج,its snowing
كايستمتع ب تمشيشات طبيعية,He enjoys natural walks
واش نتا لي كايسدعو,are you invoked
راه طموح بزّاف,he is too ambitious
مانضنش غادي نتأكد ليك,i dont think confirm to you
كانتسنّا فيك ت تخلي على عادتك,I'm waiting for you to forsake your habbit
علاش ديما كاتمشي للبحر,why do you always go to the beach
ڭولهم يخلّو الحوايج,tell them to clean the carpets
بلا ما تفرج علينا نتحاور بڭاع اللغات لي بغيتي,don't force us to speak with the language you want
تانفكّر واش شي حد شافنا,i'm thiking if someone saw us
أنا كانغسل طباع,I'm doing the dishes
راه ديالو هاد الستيل,The stapler belongs to him
واحد المراها كاتعطّا كولّا فلوسّه ل الخير,a woman give all his money to charity
عمرك ت حشّد شي حاجة خايرة,you should never breasfed ists bad
غيري لصحافة,switch to the news
القهوة سخون بزّاف,the coffee is too hot
نقدر نقدر نستوعب راسي,I can support myself
لي بغيت غير هاداك,all i want is peace
علاش مابغيتيش تصلح ليك ديك لافاك,Why don't you want to fix the sink
علاش مابغيتيش تفهم دكشي لي كانڭول,Why don't you want to understand what I say
ماما ديما كاتغوت عليا,my mom always yell at me
ماتفكرش فاش وقع,dont think what happened
شكون سلك عليا على التمان,who asked me about prices
تانفكّر واش هاد لمشكلة سهلة,I'm thinking if this problem is easy
واش نقدرو نخدمو دابا؟,can we pack our things now?
أنا كاندير لي بغيت,i do what i want
أنا كنتمشي ف الوبيس,i get on the bus
راه كادوي عليك,he is lying to you 
بلا ماتبقى كتر لكلب,Don't elevate the dog
شكون هاد الخبير,who is this expert
ماتنساش,don't forget him
عاوني,help me
هادشي?,That's it?
كاين ليك ضريبة ديال الإقامة,there is tax of residency
الله يعاونا,god help us
كايبان غادي نسمع شي واحد كاتصل من فوقنا,I think i can hear someone calling from above us
سير معايا خطوة خطوة,go with me step by step
أشنو كاتڭول,what do you say
كيداير زواجك,hows your marriage
ماعمرني ماڭولش و كاتسمعني,I never spoke and you listen to me
امتا خاصني نمشي,when i should go 
كيفاش كيعجبك ترتاح من بعد الخدمة؟,how do you like to relax after work?
إيلا بغيتي تقدر تنافّر معانا,if you want tou can have breakfast with us
بالمناسبة,by the way
عندي سكاك,i have knife
كنت كانعيش مع واليديا ف الكيتينا,i was living with my parents in kitchen
ماعرفتش أش ناكول لعشا,i don't know what to eat for dinner
بغيتك واحد واحد,i want you for one monutes
كايبقى كيتسكّا معايا,he keep hanging out with me
8 كتب,Eight books
ندمت بزّاف على ما كنتش تزوج معاه,i regret marrying him
عود 8 ج,dough 8g
بلا ما تفكر بزّاف,Don't think much
دراني ف الفكاري,my jaws hurt me
كايجيو سخون هنا و إمكن عندنا 15 دقيقة أخرى باش نتسنّاو,It's getting hot in here and we probably have another 15 minutes to wait
ماعنديش ماعنديش,she doesnt like me
مناسبة,occasion
كايبان بلي نتا مسخّر,it seems you are cooky
علاش مابغيتيش تكمّل خدمتك,Why dont you want to finish your job
كون غير قدرت ن دبر معاك,if only i had an argument
أنا معجب كبير ب كوب,I'm a big fan o Kpop
ورا واحد الدار,he inherited a fortune
ماكرهتش كون لابس زرو كامل,I wish I was wearing gold all over too
راهو مخاطبين من قبل المهندسين.,They were engaged by engineers.
الخدمة كانت قريبة من دار,work was close to home
راه جات العروسة ديالنا,our bride has come
مابقيتش باغي ندير شي حاجة من هاد النوع,I won't do anything of the sort
واش عرفتي أشنو توقعات؟,Do you know what the forecast is?
علاش غادي ندير هاد الخدمة,why i'am gonna do the hardwork
أنا غادي نبدا شي مشروع كبير,I will start a big project
لقاه البديل,he found an alternative
أنا ماشي من أحسن واحد لي يجاوب على هادشي,i'm not the best person to answer that
شوفي البراسليط لي شريت ليها,look bracelet he bought her
واش كيعجبك ت حضر شي أحداث ديال ليوت ولا تبقى فدارك؟,do you enjoy attending live events or prefer staying in?
كيفاش درتي ليها؟,how did you do it?
راه خفيف هادشي,this is light
الساق كايلعب شوية,The leg's playing up a bit
غير غير قول,just speak
أشمن كتاب؟,which book?
هادشي من تيليفون,this is from phone
خليني نشوف,Let me have a look
كيفاش نبقا نشوف و نخرس,how to look and remain silent
عمرك ت قسم على الوارد,you should never split the heritage
بلا ما تنسا تڭعّش,Don't forget to chew
عطيني داكشي لي عادي,give me what i'am used to
شنو درتي اليوم,what did you study today
بلا ماتعاود,Don't do it again
كاينين بزاف ديال الخراب هنا,there are too many erruptions here
قال ليا نتا جديد هنا,told me you new here
أشنو هاد الخدمة,what the matter
كايديروك,they manipulate you 
هي بغات تبيع الذهب,she want to sell gold
خاصك تكون متأكد,you need to be sure
سير توموبيلتك عند المكينيست,take your car to the machinist
مالك علاش ناعس,why did you sleep
علاش مابغيتيش تحسّن على العبيد,Why don't you want to surpass the bondries
مشيت بكري لدار,i went home early
هادوك كارت,these are cards
غادي تكون عندك شكل,you will have form
واخا!,All right!
أنا غادي نبحث على س5,i will search after s5
أنا ڭلت ليك,i already informed you
هاد العام ناديّت,my mood is down this year
راه راه بلاغ بزّاف ديال لوقت,he is jobless for long time
كانتسنّا فيك ت بدّل لحلاقة ديالك,I'm waiting for you to change your barber
راه مشا مزيان,it went good
إمكان يكون هاد شكل دوري لي كايعيق الطلبة من النضار,it may be the round form that irritates students rather than glasses themselves
هادشي عجبني شك,this made me doubt
واش شفتي شنو درتي؟,do you see what you did
علاش كادوي؟,What are you two talking about?
وجوه كايكون كايسود,his face became black
هادي 10:30,it's 10:30
أنا غادي نجرب معاهم و يجي ليك,ill try with them and come to you
راه حنا فاشي,we are insane
حنا شربنا عليك,we caught you up
كون غير قدرت ن نستبعد دخان,if only I could srop smoking
كولشي أصم,everyone is deaf
سير خط شيجوم,go take a schedule
عرفتها,she did found out
أمن,amen
فات الغا,its too late
بغيت نراها,i wanan rest
هادي مفاجأة,It's a surprise
غادي يجي قريب,It will arrive shortly
نوتور كيتقتل ناس,nucelar kill people
بغيت نسولك بصراحة,i want to ask you honestly
واش سمعتي هادشي؟,Do you hear that?
مات ليا قطة ديالي,my cat died
عجباتني,I like you
راه ديال القرقة,its for the qerqara
الله إدي ليك خير,god bring better
ضغطت عليه ولكن مازال ماكايحركوش,I've pressed it but we are still not moving.
واخا غادي نديرها ولكن علاش,okay i will do it but why
اليوم قطعنا شجرة,we cut the tree today
كان كيسحاب ليا غادي تلعب أحسن من هادشي,i thought you play better than this
أنا غادي نرجع,I will be back
واش تليفونات عليها ولا ماعندكش,did you phone her or not
لقيتو قبلي,i found it in front of me
عندي هواية,I have an aerophobia
غادي نفكّر فشي قلتي ليا,I'll think about what you just told me
واش تانفكّر واش تخرج من هاد المنتج,are you thinking of running out
كانتسنّا فيك ت خلّص لكلب يلعقك,I'm waiting for you to let the dog lick you
ديكها لدار باش تبقى مع خلتها,He took her home to stay with her sister.
تلق على راسك,blame only yourself
نتا عينيه,you are his eyes
راه سكر عمي,my cousin is alcpoholic
راه نموذجية هاد الراجل,this long lady is a model
شي حاجة أخرى؟,Anything else?
كايطلبو,they request it
فين غادي نعس؟,Where I am going to sleep?
سد فمك,close your mouth
مورا المصعد، خاصني نمشي ل مكتب ديالي باش نطبع كارت جديدة.,"After the elevator, I have to go to my office to print new cards."
قولي شي حاجة زوينة,say something nice
خاصنا,he needs us
خاصك توجد ليك شي تلاط,you should have tiles
خلي دمك,leave your blood
ماكرهتش خليني ندي ليك شي حاجة,I wish you have let me make you something
بطريقة ما، غادي تستاهل.,"In a way, she's gonna deserve it."
ماعمرنا ماعارفوش واش معاهد ديال العقد,We still don't know if the marriage contract is made.
خلي الواليد ديالك,take care of your parents
كان كيسحاب ليا غادي يديرها ديني,i thought that he will be religious
شنو بغيتي نڭولك,what do you want me to say
واش ڭلت ليك شي حاجة,did i tell you something
كون غير قدرت ن عادي هاد السن,if only I could fix this tooth
نتا حبي,you are my love
كاتباني شكون كايخسر,you can see who is losing
شربو,slap him
صحيحة أنشوا مشاكل ديال الأمن,It's true that security issues have gone up
عندي صداع,I have a backache
كانخدم هنا غير باش نقدر ماكلفي ماكلة و الكرا,I only work here to provide enough money for food and rent
شرب يد ف شعرو,He ran a hand throught his hair
تانفكّر واش نمشي ل هاد البلاصة,Do you think of going this place
سير عند واليديه,go to his parents
شكون قالك تلبس هادشي,who told you to wear this
راه مجهول,he is unknown
خاصني نقصها,i need to cut it
بلاد ضعيفات كايلعبو ف المنتهيات,weak countries play in the finals
واش بغيتي شي جو خاص؟,Would you like a special atmosphere?
نتحداك تطبق داك القانون,I dare you to apply the law
اه، أهلا، فرحان شفتك، راه وقع بزاف!,"Ah, hello, I'm glad to see you, it's been so long!"
كانلب على الرحم لما كايحترق,I ask for mercy when it gets hot
صحيح,correct
تاتنيت ليا تاتشط,my plate broken
واش كتعرفيها؟,Do you know her?
خاصك تمشي ل قدام,you need to move forward
فين نتا,where are you
كانتسنّا شوية و وصلت ليا شي ميساج,i waited a bit and received a message
علاش ماكنتقافيش دابا؟,Why don't you stop now?
راه راه راه مسرف هاد الولد على الواليد,this boy abuse his parent
هادشي خايب,this is wrong
آه أنا عيت من الطبيعة,Ugh I'm fed up of nature
راه ماكادير والو ف حياته,he does nothing in his life
خليني نعاونك في البني,Let me help build
تاحد ماسول هاد الولد,no one asked that boy
كون غير قدرت نردّك,if only i reimbursed you
و تقدر تقولي ل ل شي كاتسرف هادشي؟,And can you tell the waiter that?
كانحس بالدو,i feel dizzy
بيننا,between us
كنت باغي نسولك,I was meaning to ask
عطيني فلوس ولا نخرجك ل السجن,gimme money or i take you to prison
تسامري,my condolences
مابغيتيش تعترض على هادشي لي كانڭولك,You don't want to object what i say
أوه، آه,"Oh, yeah"
سير العرس,go to the wedding
هادشي عشرة سنين.,It's been ten years.
كولشي كايعرفك كاتشرب و كيعز,everyone knows you drink and gamble
فاش وصل لقاهوم مشاو,when he arrived he found them gone
نشوفك,see you later
ناس كايهربو من المشاكل و كانقلبو عليهوم,people are getting away from trouble and we search for them
فين كاين دابا,where are you now
راه شجاع بزاف,he's being very brave
خاصني نجي معاها,I should hace come with her
الماكلة ديالك مبرمجة,your food is organized
البارح، شربت أتاي بلا سكر.,"Yesterday, I drank tea without sugar."
أنا مسخة,i'm fed up
ماغاديش ل مكتبه,He is not going to his office
واش نقدر ناخد البيرة؟,Can I have a beer?
ريب يقدر يجعلك تسيطر,bribe could get you to rule
غلطتي,it's my fault
و ل غير مغامرات لي كيعطينا ل عجائب العالم,and to more adventures that remind us of the wonders of the world
الله إهدرنا,lucky
ڭوليه يدخل,tell him to enter
ربع,quarter past
مانضنش غادي يقدر يدير شي حاجة مفاجئة,I dont think he can make something surprising
نقدر ندير الخدمة ديال دار بين فيني و بين الكتابة,I can do the odd jobs round the house in-between writing.
بلا ما تتافق معاه,Don't agree with him
دازو,be quick
كنت كان قتال مع شي محل,i was in an argument with a shop
ماعنديش فهم,i don't understand
مشاو يديرو لوراق,they went to make some paper
أنا ساكنة ف صالة,I'm sitting in the living room
بلا ما تبرز ليا تيليفون,without my phone being hacked
غادي يستغرق لساعات باش نرجعو من هنا جينا,It will take us hours to get back the way we come
أنا غادي نحسّن راسي حطّا هنا,i will warm myself its hot here
عمرك جربتي تحصل على نتيجة مزيانة,Have you tried to get a good grade
كاتقرا فالبلاد,she studies abroad
ماعنديش قدرت نمشي,i cant go 
ماغاديش يفرقها,he wont split with her
عندي شي ساعات قبل نمشي لترين,I have a few hours to spare before catching my train
التمارين ديالي سهلة بزاف,The homework is very easy
أنا لي درت عطاء مع المنت,i made atay with menth
علاش مابغيتيش توضح ليا أشنو وقع,Why don't you want to clarify what happened
درتي شي حاجة خايبة,you did something bad
فين نستيف ليك هادشي,where to send this
هادشي صحيح,thats true
آه، أنا كايعجبني تاه مع البط والباطس,"Yes, I also like this pond with the ducks and the swans."
ملي كانعطل شوية ولا ماكنڭولش لي بغات,when I'm running a little late or I don't do whatever she wants
ماقدرتش نسا ليا إلهيتها,I couldn't forget her godness
البال ديالي كايقول نتا ولكن قلبي كايقول لا,"my body say yes, but my heart say no"
راه مشكل هادشي,this is such a problem
بلا ما تحاول تعبر,Don't try to express 
خدام مزيان,great job
رفعت الحوايج,He raised his eyebrows
باقي عندك الوقت,you still have time
قلت ليك راك واعر,i said take care
واش خاصني نستعد هادشي مرة أخرى,do I need to move things up again
سنويا,yearly
خاصك تشرب مزيان ديال الما,you should drink more water
راه هاد دار ف جبل,this house is on the mountain
ولكن السياحي كايجيبو فلوس,but tourist bring money
خديت ليا كل الحسابات,he took all the accounts
غادي نعاود نعيط ليك إيلا كنت محتاج,I will call you if I need you
فين كاينة سيدة,wher eis the madam
هادي غير نتا راسك,its just you are uliky
واش بغيتي البوليس يطيح ليا الباب,do you want police to knock on my door
سؤال واحد ساندرا:,"One question, Sandra:"
كون غير قدرت ن رد,if only i said no
راه درتي خطأ,you did a mistake
فين كاين,where are you at
نتحداك ت تأجل لرحلة,I dare you to postpone the RDV
كون غير قدرت ن شرح لكست,if only I could explain the text
ماكانعرفوش كيفاش كايجيو من هادشي، إوا علاش كايجيو من هادشي,"They don't know their way around the thing, so why do they make it "
عند ستيشن ديال البوليس,to police station
كون غير قدرت ن تحافظ على القانون,if only I could adhere to law
ماعرفتش شكون غادي يعاونني,i don't know who gonna help me
عرفت، واش كاينين شي خطة ديال عطلة؟,"i know, time flies got any vacation plans?"
مالك خايب,why your finger not good
كاين الخدمة ديال الدراري و أنا كايقسم,there is hardwork I swear
كان فرحان بزاف,he was too happy
ديما كان عارف بلي كانت باغي تقتلنا,I always knew she wanted us dead
يسرني نعرف بلي صحتك مزيانة.,It makes me happy to know your health is good.
واش مازال كاتبغيني؟,do you still love me
كون غير قدرت ن كشف الحقيقة,if only I could expose the truth
علاش ماعمرني أنا معاك,i remember i'm with you
واش هادشي كايحدوث بزاف؟,Does this happen often?
واش بغيتي تجي لليل,do you want to come evening
خليها,put that down
حياتي ماعنديش معنى,my life is without any sense
كناسولو على بعضنا,we ask each other
أش بان ليك تخرج ف الجردة ف الأيام الجاية؟,How would you like to go out in the park in the next few days?
أنا كانعلم لغة جديدة,I'am learning a new language
ديما كان كيسحاب ليا فكرة ديال نمشي سنين معا بان لينا كايباني رومانسي,I always thought the idea of growing old together sounded romantic
واش تقدر تشرح ليا هادشي؟,Could you explain that?
واش نتا غبي,are you stupid
ڭولها تخلص من الحم,tell her to lose weight 
كانخلّص القصايا,i make stories up
راني رجعت,i went back
علاش مابغيتيش تكون معاه,Why don't you want to be with him
فين غادي تلقى هاد الطبيعة,where you will find this nature
كبرز,big hat
كانهضر شوية ديال الإنجليزية,I speak a little English
أش غادّي دير ف العشا,what wil you do in diner
بلا ما تخلّط,don't screw up
غادي يكون طريقة مزيانة باش نخرجو هاد السيمانة,it'll be a great way to wrap up the week
مابقيتش باغي ندوى معاك ماكتسبيش ليا واليدي,i will not talk to you you didnt pay your respect to my parent
أنا معاك,i'm with you
فين كاين هاد الساتيشن,where is the sation please
بغا فلوسي,he wants my money
عجبني بزاف,I like it a lot
هاني ليك ل عائلتك,My best wishes to your family
سكانامي غادي يجي,a tsunami will hit
مشا يشتري,He went shopping
لقينا واحد بنت بحالها,we find a similar girl
غلطت,I misspoke
نتيجة ل العملية,because of the operation
واش بغيتي تقول ليا على هادشي,do you want to tell me about it
واش كاين شي حاجة لي درت ليك؟,does something hurt you?
فكري ف مستقبلك,think of your futures
كاين بزّاف ديال التسّنّا كايبّقو كايصيحو,there is too much wait they keep yelling
كان كيسحاب ليا غادي يتوقع بزّاف باش يربح شي كوبا,i thought that he will wait too much to win a cup
شفتك مشغول, i saw you busy
ماكايعاونش,he doesn't help
نتمنى ليك عيد ميلاد زوين!,i wish you a wonderful birthday!
نهارك مبروك,have a good day
عيط على صاحبتك باش يعاونك,call your friend so they can help you
شحال من سنين,how many years are you
فين كاين الكوزينة؟,where is the kitchen?
علاش مابغيتيش تحلّل ليك شي واحد,why you dont wanna get a cut
هادشي طبيعي,this is normal
