src,tgt
مابغيتيش الشرطة تدق على بابي,do you want police to knock on my door
سؤال واحد، ساندرا:,"One question, Sandra:"
كون غير قدرت ناقول لا,if only i said no
غاديت غلي بزاف,you did a mistake
واش هاداك فيك,where are you at
تحداك ترجّل را ديال,I dare you to postpone the RDV
كون غير قدرت علاش النص,if only I could explain the text
واش ماعرفو مايعرفو مايعرفو شي شي شي شي شي شي شي هادشي,"They don't know their way around the thing, so why do they make it "
راه بزاف,to police station
كون غير قدرت نطيع القانون,if only I could adhere to law
مانعرفش عاونني,i don't know who gonna help me
أنا أعلم، الوقت الذباب ديه أي خطط لعطلة؟,"i know, time flies got any vacation plans?"
علاش ديالك ديالك غير جيّدة,why your finger not good
هادشي ديال غادي نقسم,there is hardwork I swear
راه كان سعيد جدا,he was too happy
علّمت دابا كانت تبغينا ميتين,I always knew she wanted us dead
يجعلني سعيد بعلمي أن صحتك جيدة,It makes me happy to know your health is good.
واش باش تحبنّي,do you still love me
كون غير قدرت نكشف الحقيقة,if only I could expose the truth
غادي أتذكر أنا معك,i remember i'm with you
هادشي هادشي بزّاف؟,Does this happen often?
مابغيتيش تاتي بزّاف,do you want to come evening
هاد هاد ليا ديال ديال,put that down
حياتّي بلا أيّ إحساس,my life is without any sense
كنا نطلب من بعضنا البعض,we ask each other
مابغيك أن تخرجي في الحديقة في الأيام القليلة القادمة؟,How would you like to go out in the park in the next few days?
غادي نتعلّم لغة جديدة,I'am learning a new language
دائما ماكنت فكّرت فكرة كبر قديم معا بدا رومنسيا,I always thought the idea of growing old together sounded romantic
ممكن تفسّر ليا هاد؟,Could you explain that?
واش تا غادي تا غادي,are you stupid
قل لها أن تفقد وزنها,tell her to lose weight 
أنا اختلق قصصا,i make stories up
ورجعت,i went back
علاش مابغيتيش تكون معاه,Why don't you want to be with him
واين تا غادي تا هاد الطبيعة,where you will find this nature
قبّلة كبيرة,big hat
أنا نتكلّم القليل من الإنجليزيّة,I speak a little English
واش مابغيتي عليه في مطعم,what wil you do in diner
واش ماش تخرّب,don't screw up
غادي تكون ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,it'll be a great way to wrap up the week
مابغيتيش نكلمك ماشي غادي تهديك لوالدي,i will not talk to you you didnt pay your respect to my parent
أنا معك,i'm with you
فين هادشي ديال الرحال,where is the sation please
راه ليا مالي,he wants my money
أنا أحبّه كثيرا,I like it a lot
تمنياتي بزّاف لعائلتك,My best wishes to your family
غادي تا غادي,a tsunami will hit
راه بزّاف,He went shopping
واجدنا بنتاً متشابهة,we find a similar girl
غادي غادي تاتا,I misspoke
راه ديال العملية,because of the operation
مابغيك تاقول لي عن هادشي,do you want to tell me about it
واش شي شي آذيك؟,does something hurt you?
فكّر في مستقبلك,think of your futures
هاد بزّاف بزّاف باش باش يصيحو,there is too much wait they keep yelling
كان ليا غادي نتا بزّاف بزّاف باش باش بزّاف بزّاف,i thought that he will wait too much to win a cup
راه ليك مشغول, i saw you busy
واش مايساعد,he doesn't help
تمنّيت ليك عيد ميلاد رائع!,i wish you a wonderful birthday!
واش نهارا راهية,have a good day
اتصل بصديقك كي يقدرو على مساعدتك,call your friend so they can help you
واش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,how many years are you
أين هو المطبخ؟,where is the kitchen?
علاش مابغيتيش ندير,why you dont wanna get a cut
هادشي هادشي عايش,this is normal
راه بزّاف,its a bit extensive
جلبوا لي نظارات وفكّروا لي غريب,They brought me glasses and considered me a stranger
واش ماكانت هادشي هادشي هادشي,she wasnt like that
و فريق اليوم هو واحد من المفضلين عندي,And today's team is one of my favorites
واش شي شي يفيدك,do something that will benefit you
غادي نمشي في الصالة,I go to the gym
على الأقل,at least
غادي,arrogant
ماشي واحد واحد في ديال,no one is at fault
هادشيو باش ديال جيّدة,there are some good groups
أود أن نشتري شي شي,I'd like to buy something
هادشينا,we got along
واش غاديش ديال ديال ديال ديال,the cooperation doesnt exist no more
راه بزّاف,He works diligently
أنا كُنْتُ خطيبتَكَ.,I was your fiancee
لكن المنظر جيد,but the sight is good
عنده مشكلة في القلب,he have some problem in heart
هادي هادشي ديال ديال ديال ديال,congratulation amdam
كان يكتب ليه رسالة,he's writing a letter
مابغيتيش تلمسي هاد الحصان,you should never touch this horse
ماشي تاخد فاش,Don't pack the suitcase
غادي تاكل الباقون,i ate the remaining
إحصائياً، الحوادث عادة ما تحدث عند الإقلاع أو الهبوط.,"Statistically, accidents usually happen at takeoff or landing."
مابغيتيش تحلي هاد المشكله,you should never fix this problem
خليني نراجع هذا الفيلم,Let me review this movie
تاخرت بزّاف باش تجد بزّاف,you are too late to find an excuse
ديال ديال ليا,my condelences
أنا عامل لحسابي الخاص,I'm self-employed
وعندما عتذرت لتأخري ادركت باني نسيت اوراقي في البيت,Then when I apologised for being late I realised I had left my papers at home
الله جلبوه في هاد الموقف,god bring him in this situation
علاش مابغيتيش تاكل السفينج,why you dont wanna eat sfenj
راه تا غادي تا غدّد ليا هاد البرنامج,I dare you to praise this programme
هاد المياة غير كافية,this water isnt sufficient
كون غير قدرت,if only i revised 
مابغيتيش ترزقي بوليد,You don't want to get a baby
واش باش ليا ديال,you are with me home
هل فقدتي عقلك؟,Are you out of your mind?
واش غادي يذهب في أي مكان يشتهيه,he can go to whatever place he want
ديال ديال بزّاف,be hasteful
غادي نراقب ولا نتكلّم,i watch and i don't speak 
هادا غير عادل,that's not fair
أنا غادي,i wil ldie
حطّمت شاحنتي,my charger is broken
بالمناسبة، علينا أن نرقص!,"By the way, we're gonna have to dance!"
أنا جِئت لرُؤيتك,i come to see you
كانو يعملون في مقهى,they worked at a cafe
هاد العقد هاد واحد رابح,this contract is a winning one
خمسة دراهم,Five dirhams
أنا غادي ناخذ مرّتين هاد السعر,i will take twice this price
غادي نديري ليك ديال ديالك,go take care of your work
كنت تبحثين عن متاعب,you are looking for trouble
خلوه يكون,let him be
تعرف كيف تتصرّف,you know how to act
من فضلك هاد الشمس جيّدة؟,Please is the sunscreen good?
شكراً على الدعوة,Thank you for your invitation
واش نديرها,what to do about it
قد حاولتي رشوة شرطي,Have you tried to  bribe a cop
هادشي,clean this
راه جيّد، شكّر على مساعدتك.,"Oh fine, thanks for your help."
درّاكم ضدّي، أنا عارف!,"They've turned you against me, I know it!"
واش مابغيتيش تاخد ليا مال,you should never not pick up dropped money
هادشي مرة أخرى,he came again
لكنّا نرتاح بقيّة السّنة.,But we relax the rest of the year.
لا أعرف كيف أخبرك أني أحبك,I don't know how to tell you that I love you. 
واش نمشي لعمّة,we go to aunt
غادي نصلي بزّاف,we will pray first lines
هادا رياح قويّة,there is strong wind
واش بزّاف بزّاف بزّاف بزّاف,no ouarzazate
ماشي جيّد,Not so good.
أوه، أنا غادي يكون ليا تاجين، من فضلك!,"Oh, I'll have a tajine, please!"
أنا أحب بقدوم هنا على الرغم من أن هادشي مسالم جدا,I love coming here though as it's very peaceful
أنا غاديتك,I did bother you
تحرّك congraracray ليك بنت عمّك لحصول على الباسلة,go congrratulate you cousin for getting the bac
راه بزّاف ديار هنا,how much is rent here
واش ليك راه,you smell
كان عندي الكثير من العمل باقي,i have too much work left
واش نحترمك,I respect you
حاجة ديال ديال,i need blood
ناظري ليا,look at me
علينا أن نجلس معاه قليلا,we need to sit with him a little bit
أنا غادي نتناقش معاك,I like talking with you
هاد النسوة القاهرات,this capable women
لو كان النظام قديم و عفا عليه الزمن، فهي مشاكل أمنية لموظفيك، صحيح؟,"If the system is old and outdated, it's security issues for your employees, right?"
غادي نحتسي كوب من الشاي من فضلك,I'll have a cup of tea please
مابغيش تتشدق بزّاف بزّاف ديال بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,dont get too attached
غادي نغيّر المزاج,i want to change the mood
مابقيت نشوف ماتفعله,i dont see what you do
مابغيتيش نمشي عند الهمام,i want to go to the hammam
عائلة العريس تشرّفت بالعروسة,The groom's family honored the bride.
عندك,you have
في أي فصل أدخّله، غادي نرسمه ثم نجلس.,"In any classroom I enter, I paint it and then  sit."
أودّ أن أعرّف نفسي,I would like to introduce myself
أول واحد هو دائما صعّب,the first is always hard
مرحبا، سيدتي.,"Hello, ma'am."
راه بزّاف,they matched
أول مرة أنا غادي,first time i come
مانضنش غادي يغلق الابواب,I dont think he will shut the doors down
رُبّما يَجِبُ أَن أَكل شي شي شي شي حاجة,Perhaps I should eat something as well
غادي ندير مشروع,i want to do a project
أين ذهبت؟,where did she go
راه يتأخر على المدرسة,He is getting late for school
مانبغيششش شي شي شي حاجة,I'm not looking for anything
واش بزّاف,You're really amazing.
كان ليه ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,i thought that  he will have a RDV
أيّة أحداث مقبلة ستحضرينها؟,any upcoming events you're gonna attend to?
ما قصدك باكس؟,What do you mean by X?
مابغيتيش تاكون بزّاف بزّاف بزّاف بزّاف,you should never be in traffic jam
ديا ديال ديال ديال ديال ديال ديال ديال,I have a habit of sleeping alot
أنا في المصعد,i'm at the elevator
هاد هاد هاد هاد البيت ديال جديد,There's that new Italian place
أو عمل,or work
واش غادي نحافظ على ديال ديال ديال,its imperative you save resumes
ماشي ماجنّيني بزّافك,Shut up don't make me crazy with your nonsense 
مشي بزّاف بزّاف,she went away altogether
ديال ديال بزّاف,the oil is hot
ماشي ماعنده أطفال,he doesnt have kids
ضحكنا معاك,we laughed with you
كونو في أي مكان تبغيه,Began wherever you want. 
عندك بَعْض الملابسِ,do you have some clothes
غادي ننظّم وقتي,i will organise my time 
كون غير قدرت ندير,if only I could park
راه راه تا غادي تدهن دراجات,you can paint the drawers
غادي نصلح السرير,go fix the bed
ماعندك ماتفعلينه,you have nothing to  do
أبّوك راه,your father saw him
كانت تخاف من لاشي,she was afraid of nothing
بزّاف بزّاف,minimal
هادشي مانعمل,this will not work
أريد أن نتعلم دياتوش,i want to learn deutsch
هو في المحيط,he is in the ocean
علاش مابغيتيش تحسّن ديالك,Why dont you want to improve your intelects
تحتاجي لقيادة العميل,you need to drive the client
هيا، دعونا نفعلها بهذه الطريقة!,"Come on, let's do it this way!"
الشرطة مسكت لصوص البارح,the police caught the robbers yesterday
دري دراجتي,drive the bike
كنت أريد أن نغسل لباسي,i want to wash my clothes
راه,Hear
مانعلمك,You never know
راه بزّاف بزّاف,It's so good!
ماشي هاد غادي ندير في ديالنا,There is no point being grumpy at home
راه تاك تا غادي تا غادي,sit down you are anoying
قالو لي أنا جربت,they told me i tried
غادي نستغرق دقيقة لعصر عصير البرتقال,It will take a minute to squeeze the orange juice.
جاب جديد فارغ,bring a new blanked
غادي نريها وجها لم تره من قبل,i will show her a face she never seen
راه بزّاف بزّاف بزّاف بزّاف,The train is late
بزاف بزاف بزّاف,it is so soon
سبق و جرحت ركبتي على غصان و خدرت راسي,I've already cut my knee on a twig and grazed my head too.
راه بزّاف,with khzama
راه ليا بزّاف,gimme a spoon
هاد هو دورك,this is your role
مابغيتيش تافكّر باش تكون محترفة,you should never think to be professional
علاش مابغيتيش تهينه,Why don't you want to curse him
علّينا نراقب دادي,should we watch madrid
كيف حالك؟,how are you fine
راه,gastric
تَستحقُّ كُلّ شيء الذي سَيَحْدثُ إليك,you deserve everything that will happen to you
واين تاا بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف باش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,wait 2 min
كون غير قدرت نضربك في هاد المباراه,if only i beat you in this game
واش درا فاش,save money
واش عندنا ديال ديال ديال ديالنا؟,Do we have vegetarians amongst our friends?
راه أخّي جيّد,my brother studies well
قالت لينا نمشي هنا، نفعل ذلك،,"She tells us to go here, do that, pfft"
كون غير قدرت ندير هاد الجمل,if only I could mount this camel
الوقت متأخر، فالشمس بدأت تنهار,"it's late, the sun's starting to turn down"
بلا عمل,does not work
السعر خسّر بزّاف خاصّ,the price is reduce because of the special offer
مابغيتيش تصحّح,You don't want to correct
أنا غاديهم هادشي,i put them there
واش نا نا بزّاي بزّاف بزّافة الثاوم,We'll have a garlic butter
خليني واش,leave me alone
ممكن تدوّن عليه، رجاء؟,"could you write it down, please?"
غادي نكتبها في الماء,I will put it in water
ولكن تعلم، كونّي مرهقة قليلا على الطائرات ليس بعقلانية,"But you know, being a little stressed out on planes is not a rational thing"
تحداك تاكل هاد المزيج,I dare you to eat this mixture
هاد القنبلة ديال 7 ساعات,the bomb remain 7 hours
غادي بزّاف بزّاف بزّاف دارك,you are too late to get your house
راه جيّد,Next order
أنا غادي نسافر,i will go travel
مارأيك؟,What is your opinion?
راه، راه,"Drop,the subject"
تحداك تحرس ليه,I dare you to protect him
هادشي,friday
لدي أخ واحد و أخوتين,I have one brother and two sisters
ماخرجتيش,you didn't come
واش كانت تاخد تا غادي فاجرس,i thought that pray fajr
أريد أن أعرف مابغيتيش تتكلّم عنه,I want to know what do you want to speak about
أود أن أذهب إلى الأرجنتين و أرى العوالق,I'd like to go to Argentina and see the condors
هادشي آخر مرّة,it will be last time
ماهي وظيفتك؟,What's your job?
ظننتك كنت تأخذ البوصلة,I thought you were taking the compass...
هادشي ليا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,its about discipline
عندي شريان بزّاف,I have a toothache
أين الحمامات؟,where are the bathrooms
نسّي الأطفال فوات أوانهم,Forget about the children it is too late for them
دعانا لحزب,invite us for a party
راه ناس ناس ناس بزّاف هاد السّافلة,a lot people asked this question
خليني نسقط من هاد الساعة,Let me drop of the watch
كان عليك اخباري من قبل,you should have told me before 
كون غير قدرت نتصالح بينكما,if only I could reconciliate between you two
أنا غادي نشغل النظام,i will occupy the system
مابغيتيش نطبق عليه قانون,you should never apply law on him
راه كانا نملّو ماشي,Well I should hope not
هادشي ديال ديال ديال ديال,this place is sacred
عطيني دراما,give me two dirhams
هل جربتي أن تأتي و تنامي في الفصل؟,Have you tried to come and sleep in class
كانظنّني كانش يقول لي الحقيقة,i thought that  he will say the truth
واش تاخدش,are you hurt 
عندي مفاجأة لك,i've got a surprise for you
راه ليك,put your belt
تليفوني بروجين,my phone is brojen
ما هي أفضل ذكرى طفولتك؟,what is your best childhood memory?
واش حاولتي جمعي ليا الأخوات,Have you tried to gather the brothers
مارأيك في أخذ صف طباخ معا لتعلّم ديال جديدة؟,what's your opinion on taking a cooking class together to learn a new cuisine?
غيّر المناشفة,change the towel
مانفكّر باش تاكل بزّاف,I think if consumed the goods
ديال شي شي شي ليك,does something husrt you
كنت انتظر سنوات من أجل الفرصة المثالية ليقولو لك هاد,I've been waiting years for the perfect opportunity to tell you that
يوميا,daily
هادشي هادشي هادشي ليك,these are the friends that I told you about
أنا أعمل في المساء,I work in the evenings
غادي تبول,go beggar off
هادشي كان هادشي بزّاف,this was already happened
خليني نحرك ليدي,Let me shake hand
المدرسة بعيدة عن بيتي,the school is far from my house
ماعندي كتيّر من الأصدقاء ماعدا مونا,I don't have many friends except Mona...
عندي داء ديال أفضل,i have a better oslution
أختي متزوّجة,my sister is married
غادي ندير,without swaying
غادي غادي نسافر,go pack travel 
أنا حساس ل...,i am allergic to...
هادشي كان راه,this was good
تحداك تاتركو هادشي,I dare you to leave them be
واش لا تعطني ليا الكتاب,Don't give me back the book
تفضل واجلس,Please sit down
هاد ماكوّة جيّدة!,That's a good mix!
بلا شك في ذلك,no doubt about it
هو ماشيشيشي من عمل خاص بك,it is none of your business
مابغيتيش غادي غادي غادي,i  dont wanna do diet
أنا أحبّها,i like it
مانبقّي بإنتظارك تنوّب على الطير,I'm waiting for you aim at the bird
حاجة ليا غادي ندير على المشروع,i need to find raising for project
علاش مابغيتيش تخرجي من المدرسة,why you dont wanna get out of school
واش هادشيك,are you okay
خاطبتي عمك,you spoke to your uncle
مابغيتيش مابغيتيش تزيّن هاد الثياب,You don't want to fold those clothes
هاد الطفل,baby
أنا غادي نكسر الزجاج,i broke glass
واش نوع من الحقيقة,Which is sort of true...
هاد هي المرة الثالثة التي تعطل فيها المصعد في الأسبوعين الأخيرين,This is the third time the lift has broken in the last two weeks.
القليل من الملح,little bit of salt
حسنا، دعونا نجربها فهاد!,"Well, let's give it a go then!"
مانضنش غادي نغير هادشي,I dont think  i will revise this
واش تا غاديش تاكل,what veg you dont eat
هادي أختي الصغيرة,this is my young  sister
كنّا نمشي معاه,we did go with it
سمّع ليا ماقوله,listen to what i'am saying
واش عندك فكة؟,Do you have change?
هادشي هادشي,this is corruptious
حقّاً؟,Really?
كانت تاكل قليلا,she ate just a bit
واش بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,you're good at football
واش تؤمني ليك هاد هاد ليك,do you believe this is your
هادشي هاد هاد هادشي,continuety is important
شكرا,thanks
كم من المال تحتاج؟,how much money you need
أنا غادي نتفاوض على سعر أفضل,i will negotiate a better price
مانقدر,we can
هادا هادشي هادشيها,it is her habbit 
عندي حالة,i have a condition
واش نعيس من شخص واحد,i suspecious of one person
مات أمّي,my mom has died
أنا أعيش مع أمي,i live with my mother
مابغيتيش تاخدش,I don't like myself
الجميع سيهزّم,everyone will be shocked
ولكن يمكننا صنع صلصة بلا ملح,But we can make a sauce without salt.
ماشي ماطلبو الله عندهم,don't ask god for them
علاش مابغيتيش تقدّر جهدك,why you dont wanna appreciate your efforts
كانو نادونا بزّاف في المدرسة,they called we some them in school
خيّنت أنّي غادي أفسّد عملك,i thought that i will mess your job
أرسل لي ليا رقم,send me the number
غيّر أسلوبك,change your style
إخوتي، راقبو إخوتك,"my brothers, watch over your siblings"
مانعلم من اين نبدا,i don't know where to start
أنا غادي نسوق,I'am going to shop
هَلْ تَعتني بي هاد الحثالة لي؟,Will you take care of this this scum for me ?
هاد الكتاب مفيد,this book is beneficial
شريت قارورة من الفولاذ,i bought a bottle of steel
مابغيتيش تدّعي,you should never pretend
متى أنا نحمل,when do i carry
علاش مابغيتيش نجلبها معانا,why we don't bring it with us
راه سمع كل شي,he heard everything
مابغيتيش تقفي في طريق,you should never stand in the way
اليوم طويل والشمس ما زالت قاسية,The day is long and the sun is still harsh. 
هادشي,this happens
عطني ليك ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالك ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,gimme glass mlilk
أنا غادي ناقولك ماتحبه,i will tell you what you dont like
أنا أعلم، هو حزبي أنا يُمْكِنُ أَنْ أَبْكي إذا أنا يُريدُ أَنْ,"I know, it's my party I can cry if I want to"
كان قد أنفق طفولته في أفريقيا,he spent his childhood in Africa
لماذا؟,Why?
أشواك مخبولة,Appearances are deceiving.
خليني نمشي اينما تشادين,Let me go where I want.
واش نجرب شي شي حاجة,i need to try something
مابغيتيش تاخد نفسك بزّاف جدّيّة و تهزّك بزّاف,You don't want to take yourself too seriously and have a little laugh
واش تعرف كيف تطبخ,do you know how to cook
واش جربتي هدّئ الكلب,Have you tried calm the dog
مانسمع راهتي واش غادي ندير,I can hear my train whistle blwoing so I should run
علاش مابغيتيش تهتّم,Why don't you want to be respectful
عندي صداع,i have headache
راه يداوم,he will pay
أريد أن نشتري له هدية,I want to buy him a gift
مانوجدش مشكلة,there is no problem
فالتلفزيون لا يعمل,The television is not working
مرّة ثانية,again
أنا كُنْتُ كُنْتُ كُنْتُ حزين جداً مؤخراً,I have been feeling very sad lately
أنا غادي نمشي,i'm just going off
كان يستمتع بالسباحة في المحيط,he enjoys swimming in the ocean
مانفكّر تا غادي يفسّد الليل؟,Do you think it might spoil the evening?
كانو سيتزوجو، على ما أعتقد.,"they're getting married, I think."
راجي ليا غادي نكسر في مكتب البريد,i hope this dosen't break in the post office
عمتك ما زالت غير موجودة بعد,your auntie isnt there yet
واش طاولة على ناصية,that table on the corner
ديالنا ديال ديال ديال ديال ديالنا,our country is improving
مابغيتيش تشوفو ليا بزاف,you should never suprvise young children
غادي تا غادي ناين,wake up 
هادشيها,she jinex her
هادا هادشي؟,Who is it?
كون غير قدرت نجمّد هاد المياة,if only I could freeze that water
غادي نتحملها,we should endure it
أنا أديت فروضي بلا مشاكل البارح,I did my homework without problem yesterday
غادي ليك ليا,you are precious to me
راه ماشيش شي جيّد ديال بزّاف,its not going well noww
راه ليا ديداي,he kissed my hand
سيرو عليهم,go to them
علاش تا كديتي ليا,why have you lied to me
راه الناس,what is of the people
غاديتي غادي ديالي,i painted my shirt
علّيّ نتعلّم على ديال جديدة,I should learn about new cultures
غادي نغيّره ليسقط,i will push him to fall
هيا، دعونا نتكلّم,"Come on, let's talk"
واش باش ليا بوصلة، من فضلك؟,"can i have a receipt, please?"
مانعرفش هاد بزّاف,i dont know is it pregnancy
أنا غادي نرسل ديال ديال هاجي,I will send my parents to haj
هاد المباراه سنفوز,this match we will win
بزّاف بزّاف بزّاف لضربه,you are too late to strike him
واش راها راها راه,she didnt see well
خليني نقوّي العلاقات,Let me strengthen ties
فؤاد، كم من دقائق أخرى قبل الحلوى لطاولة أربعة سَتَكُونُ جاهزة؟,"Fouad, how many more minutes before the desserts for table four will be ready?"
أنا من شمال أفريقيا,I'm from north Africa
ماطلبه أحد منا,no one asked about us
هل جربتي الموت في البحر؟,Have you tried to die in the sea
بزّاف، في كلّ مكان؟,"In town, everywhere?"
أنا مخوّلة للحلم، أليس كذلك؟,"I'm allowed to dream, don't I?"
تا غادي تا غادي تا غادي,i did my clothes
اليوم هو يوم جيد,today is a good day
تاخرت بزّاف باش تنتقم,you are too late to take revenge
أنا غادي ندير ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ليال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,i am going to get massage for my feets
لا، لا، بل هو سيئ ماشي شي شي ناكل,No no it's bad It's not worth eating. 
هادشي ماعندك,this what you have
مابغيتيش تا غادي ت هاد العملية,you should never do this surgery
غادي نلعب معكم يا اولادك,i play with you children
تاخرتي بزّاف باش تتجنبي هاد المزمار, you are too late to avoid this trap
منذ متى؟,How long is it?
ماشي تصيح,don't yell
هادشي ديال الموسيقى,is there music
راه ليا,understand me
ماكان ليعجبني,I don't like it
قال لي ليه حاجة لرؤيتي,he told me that he needed to see me
شكرا جزيلا,thank you very much
كانضنت بانني غادي نتوقّف عن أكل الرقيق,i thought that  i will stop eating chips
هادي ديال ديال ديال ديال,that my dad
مزّر الشّرّة,plant the trees
هاد المامر ياتا المظلة خاصتك,there is rain bring your umbrella
ماتفعلينه خاطيء,what you do is wrong
الحمد لله العمل كان شاق,thank god the the work was hard
واش مافكّر بزّاف,he doesnt think properly
أنا ماجئت باكرا,i didnt wake early
راه ليا الله علاهم,god help them
هادشي هادشي ديالك,the important is you live
هادشي تاكل بزّاف,she is making lunch
هاد الأغنيات ديها قدرة رائعة لإثارة الذكريات,songs have this incredible ability to stir up memories
أنا غادي نشتري بي سي ديال السنه القادمه,i need to buy pc next year
آه، نعم؟,"Oh, yeah?"
ما هو اسم النهر؟,what is this river's name?
كان عندي الكثير من الاشياء ليا نديرها,I have a lot of things to do
جهّز الناس,prepare people
نظرة على الصفحة الأخرى.,look at the other page
هادشي بزّاف,it was forced
غادي نرجع اليك,I will getback to you
تحدّاك تاجد ناس وثقين ليعملو معاك,I dare you to find trusthfull people to work with you 
ماكنتش ماجدت شي شي فرق,i didnt find any difference
مابغيتيش تساعدينا,You don't want to help us out
وتعرف مافعله,you know what he have done
كنّا كنّا كمدرسينا,we like our teacher
هاد زوج منا!,What a pair we are!
لو كان قد حضر في وقت مبكّر,if he will come early
كونتيهم سبب,you made them a reason
كون غير قدرت نخبّس مالك,if only I could hide my money from you
3+ 3= 6,three plus three equals six
راه باش تشوفية و مملة,they're so introspective and boring
واش مانكيتيش معي,don't joke with me
كاين مابقيتي تخرجي,whenever you are going out
أنا سَأَحتاجُك في المستقبل,i will need you in the future
تتجول في الزقاق,i wander in alley
أنا مانقصش غادي ناكل فطيرة أخرى,i will not eat another meal
علاش مابغيتيه,why do you want it
غادي تغطس,go shower
عمرك جربتي صنع حفاضات,Have you tried to make diapers
واش نهدينا,dont congratulate us
كنت جلب كل منا هاد هاد,you brought all of this
نعتني بصحتنا العقلية,looking after our mental health
العريس هو من يدفع ثمن المواصلات,The groom is the one who will pay for transportation.
ليك درك,yo udrink
ماكان يجب عليكيش تيقّن بصفقة جيّدة,you should never outlook a good deal
مابغيتيك تدبّر على نفسك,you need to discipline yourself
بزّاف بزّاف باش تشغّل على الراديو,you are too late to turn on radio
هادشي تيانس,i watch tinis
ديال ديال ديال ديال ديال ديال ديال,take a copy
هاد ديال دراكيت خرّب,this motobike is broken
توقعت أنه كان أصغر...,I thought he'd be younger...
هل أرسلتي لي شخص ما؟,Did you send someone to me?
أنا راهيتك,i elevated you
ديال ديال,finally
واش تدعني واش واش,are you gonna leave me alone or not
ضيعت ديالي ديال ديالي,i lost my keys
حاجة نتّفق عليها من الآن,we need to agree from now
بجانب، ماشي ماء,"Besides, there's no water."
سبت تناساها,Saturday you will forget
واش تجهزها فهادشي,if you prepare it will be easy
أنا في انتظارك تا غادي تا غادي في هاد الصندوق,I'm waiting for you to put the good in this box
قال ليك بزّاف بزّاف,he says you are cute
راه راه بزّاف,has high premise
خاطبنا بزّاف,we spoke a bit
ماكادي ننام في الليل,i barely sleep at night
في أسبوع واحد فقط,in just one week
راه ديالها,whats his age
و ليس كُلّ الحانات تسمح بالبالونات,And not all bars allows balloons
أنا خايف من تأخّر,I am afraid of being late
هاد الزقاق مظلم جدا,this alley is too dark
ديال ديال ديال ديالك,your business
واش ليه كان راسي ديال ديالي ليا ديال ليا,i thought that my boss wil reimburse me
غادي على حمية وفقدت وزني,I went on a diet and lost weight.
مراد يُشاهدُ a فلم.,Mouad is watching a movie
غادي نستدعي الشرطة,I will call the police
و لكن لأن مالديه ديال اسنان و ديال ديال ديال الفقراء,"But that's because he has no teeth, the poor old."
بزّاف بزّاف باش تُنهي الشغل,you are too late to finish the job
علاش عارفة علاش,do you know why
خلني نغير ملابس,Let me change clothes
واش مابغيت,she did what she wants
هل شاهدتي المسلسل الجديد؟,did you watch that new series?
هادشي بزّاف بزّاف,the house looks big
واش ننساها,it is impossible to forget
ما عدا الدجاجة,except for chicken
كانتسنّا فيك تتوقّف هادشي مِنْ هادشي,I'm waiting for you to stop this from coming
لكن ماكان ليا ماقصدت,But that's not what I meant
تاليا,next time
هادشي هادشي,here you are
واش عرفتيه؟,did you know him?
مابغيتيش مافهمتيه,you won't understand
راهين على ماتريدي أن تفعليه,Depends on what you want to do
أتقصدين كم عدد الضيوف؟,You mean how many guests?
خليني نغسل الملابس,Let me wash clothes
راه بزّاف بزّاف,beauty is a bless
عندي وقت خاص,i have a specific time
علاش مابغيتيش تاكل تاجين,why don't you want to eat this tajine
ماغيا غادي غادي نزيلش شي شي,i didnt add nor remove anything
هادي فكرة جيدة ترتاح!,It's a good idea to relax!
راه غادي تخرجي بزّاف بزّاف بزّاف,its weird you go outside at night
كانضّنّا أنّ الكلب عضّه,i thought that the dog bit him
