src,tgt
i do what i want,ندير فيها لي بغيت
i got on the bus,ركبت فتبيس
he is lying to you,راه غير كايكدب عليك
without breeding this dog,بلا ما تربي هاد الكلب
who is this expert,شكون هاد الخبير لي علمك
dont wipe it,هادا خليه ماتمسحيش
help me,تعاوني معايا
is this him,هادا هو؟
there is a car wash,كاين إمبوت د'إتات ديال الريزيدانس و
god give us good stamp,الله إعطينا حسن الخاتمة
I could hear someone screaming from the sky,إمكن كانسمع شي حدّ كايعيّط من لفوق
go with me step by step,سير معايا تدريجيان
what are you saying,أش كاتڭول
how are you married,كيدايرة معا زواج
i never talked to you,ماعمرني ماهدرت وتسنتي ليا
when i need to go,امتا خاص نمشي
how do you like to relax after work?,كيفاش كايعجبك ترتاح مورا الخدمة؟
talk to us if you want,ڭلس تفتر معانا إيلا بغيتي
By the way,بالمناسبة
i washed the sauce,هزيت الموس و الفرشيتة
When I was a kid I lived with my mother in the bedroom and kitchen,ملي كنت صغير كنت ساكن معا الواليدة غير فبيت و كوزينا
i dont know how to heal,ماعرفاش باش نتعاشى
i want you for a minute,بغيتك واحد دقيقة
he talks to me in the streets,كايدل يدور معايا ف زناقي
hope you are well,تمنيا تلكتوبة
i will never marry him,ماعمرني مانديمت على شي حاجة قد مانديمت على زواج بيه
the price is 8g,تهين خميرة هلوا 8 ڭ
Don't erase the messages.,بلا ما تمسح لميساجات.
i'm tired,حناكي دروني ب دحك
It's hot out here and we'll probably have to wait another 15 minutes,لحال كايسخون هنايا و غالبا باقي خسّنا تسنّاو شي 15 دقيقة خرا
she don't care anymore,مابقاتش كاتهملني
occasion,مناسبة
you are my true friend,بنتي ليا فرعنتي ديالك بالصح
Why don't you want to finish your studies,علاش مابغيتيش تكمل حدمتك
if only I could argue with you,كون غير قدرت ن تناقش معاك
i'm a big fan of k-pop,أنا موجب كبير ب الكي بوب
you are sick,ورت تراوا
i want to eat gold,ماكرهتش نولي كولي مزرزرة بالذهب
they are engineers,راهوم ختبوهوم مهندسين
the work was near the house,الخدمة كانت حدا دار
this wedding is coming,هاد عروستنا جات
i wont do something like this,ماغاديش ندير شي حاجة بحال هادشي
Do you know what is a prediction?,واش كاتعرف شناهيا توقعات؟
why i will do a gym,علاش غادي نضرب التمارة
i will do a big project,غاندير مشروع كبير
he is good,دبر على راسو
i'am not the best person to answer this question,أنا ماشي أحسن شخص يجاوب على هاد السؤال
"come on, take the bracelet",أجي دربي على علا البراسليت لي شرا ليها
what do you like more about going to parties or staying at home?,أش كايعجبك تمشي لحفلات أولا تبقا فدار؟
what did you do to her,كيدرتي ليها؟
this is easy,راه خفيف هادشي باهنا ماشي دوريجين
he is playing a bit,رجل كتلعب شوية
nothing is wrong,ماشي مشكل غير هدري
What book?,إينا كتاب؟
this is all about phone,هادشي كامل غير من تليفون
let me see,بلّاتي نشوف
how to see and to shut up,كيفاش نشوف و نسكت
you should never split the lot,عمرك تفرقو لورت معطلين
don't forget to cheat,ماتنساش تمدغ
give me what i need,عطيني داكشي لي مولف كاناخد
what did you study today,أش قريتي ليوم
don't repeat,ماتعاودهاش
this place is in flood,هاد البلاصة فيها الفيضانات على جهد
are you newly settled,واش نتوما لي سكنتو جدد
what is the benefit of all this,شنو الفايدة من هادشي كولو
he is old,عمرو ليك راس
she wants to sell gold,بغات تبيع ذهب
you need to be very careful,خاصك تأكد مزيان
take your car to the emergency room,قوية دي تونوبيلتك عند الميكانسيان باراكا ماتبقا غير ديباني فراسك
why you didn't stop,نتا علاش مانعستيش
Why don't you want to cross the border with me,علاش مابغيتيش تعدّدا لحدود معايا بوحدي
he went early to home,دخل بكري ل دار
this is a group of girls,هادي واحد المجموعة ديال البيتقات
he went to a place,وتخويها و دواز فورما في بلاصة
Ok!,واخا!
i look after the clock,عادي نقلب من بعد الساعة
i taught you,راه ديجا علمتك
I'm a bit psychic these days,نفسية شوية هابتا هاد الأيام
he is not counting,راه مشومر هادي مدة
I'm waiting for you to change me,كانتسنّا فيك ت بدّلني و لكن صدقتي راجل ديما خانبقاو سحاب
we did it well,دوزناه مسيان ماكاين ماحسن
"It could be the shape of the object that annoys the students, not the glasses",يقدر يكون شكل المدور لي كايزعج الطلبة وماشي نظار
this is a suspicious thing,هادشي دخيليا شك
you didnt feel what i was doing,ماحسيتيش براسك اش كدير
why are you talking to him and him?,علاش كتهدرو نتوما بجوج؟
his face is like a cat,وجهو كحال بشمش
It's 10:30,هادي 10:30
we will fight with them,نحاول معاهوم ونرد عليك
we are still here,تا هنا واعرّين
i'm sorry,لموهيم حسالتي
if only i closed the door,كون غير قدرت ن حبس الگارو دخيا
but all fish,ولكن كلشي سمك
go make an appointment,سير شد ليك موعد
i miss you,عقت بيك
amen,أمين يا ربي
I'm late,فات عليا الحال
I really want to finish it,صراحة بغيت نرتاه
this is a surprise,هادي مفاجأة
he is close,قريب يوصل
he is a good man,راه نواوي خايقدي على البنادم
I really want to ask you,صراحة بغيت نسولك
do you hear that?,واش كتسمع هادشي؟
my mother died,مشاش ديالي ماتو
I like you,نتي كتعجبيني
It's going to be a cat's meow,غادي تكون ديال القرقارة
god bring the best,الله يجيب ماحسن
I've been on it but I'm still unable to move.,راه ورقت عليه ولكن مازال مكنتحركو.
i will give it to you,واحا صافي عنديرو و نعطيه ليكوم و لكن علاش هادشي
today we decided to go,اليوم قطعنا العود
i think i play better,كيحسابني كتلعب حسّن من هكا
I'm coming,هاني جاي
did you call her,سونيتي ليها أولا لا
i found a patient,لقيت صف ديال المرضى قدامي
I'm scared of flying,كنخاف من الطيارة
i will think about what you said,غادي نفكر فيهادشي لي قلتي ليا دابا
i want it to be good,ياكما بغيتو ثاربو
I'm waiting for you to let the dog,كانتسنّا فيك ت تحلي لكلب يلحسّك
go home to stay with your wife,دها لدار باش تبقى مع خطا
blame yourself,لوم غير راسك
you are blind dad,نتي راه عينين بابا
my aunt's father is an alcoholic,والد خالتي مدمن على الشراب
this time is long,هاد المرة طويلة بحال شي عريضة أزياء
is there anything else left?,شي حاجة خرا مزال؟
they are what you asked,هوما لي تلبوها
where will you sleep?,فين غادي نعس؟
just say it,سيدي غير فيمك أختي
"After the elevator, I have to go to my office to print new cards",مورا السانسور، خاصني نمشي لبيرو ديالي باش نطبع بطاقات جديدة
be polite,تأدب ف هدارتك
he is what we need,هو لي محتاجنا
if you want to rock music,غير هو إيلا بغيتي تركب زليج فوق الموزيك
you are far from your family,بعيد من دمك لايتليك
if only you left me i could cook something,كون غير خليتيني نصايبلك شي حاجة
"On the one hand, she deserves that.","من واحد ناحية, تستاهل هادشي."
we still don't know if he made the contract,مازال ماعرفنا واش دار العقد
he is religious,طالا في والدين
i thought that he will get angry,كان كيسحاب ليا غادي يتشببت بالدين
"what do you want me to say to you, my daughter?",شنو بغيتي نڭوليك أبنتي?
did you say something,ياكما ڭولتي ليها شي حاجة?
if only I could get back to her,كون غير قدرت ن عوج ديك سنة لي عندي باش ترجع لبلاصتها
my love is yours,الحب ديالي نتي
i'm obviously special,راه باين ككون لي خاصر فهادشي
she is with her,مرماقها معاها
the security problem is really high,بصح المشاكل الأمنية ارتفعات
i'm getting tired,كايدرني دغري
i work here to save money,أنا كنخدم هنا غير باش نجمع فلوس لماكلة والكرا
he put his hand on his hair,دوّز يدّيه على شعرو
I'm thinking if this place is good for the fans,تانفكّر واش هاد لبلاصة مزيانة ل سفار.
go to your parents,أولا سيري عند واليديك
who told you to wear this dress,شكون قالك تلبسي هاد اللبسة
he is not known,هو مامعروفش
I need to get some rest,خاصني نقتعو واقيلا
some women are wearing gold,شي منتخبات عيانين تواصلو المربع دهبي
do you want something special?,واش بغيتي شي جو يكون خاص؟
I dare you to follow this law,نتحداكوم ت تبّقو هاد لقانون
"Oh, hey, I'm glad to see you, it's been a long time!",آه، اهلاً، أنا فرحان حيت شفتك، مدة طويلة دازت!
he is sorry,وراه العفو ملي كايسخان الحال
True.,صحيح.
i'm tired,ثرص ليا التبصيل
do you know her,واش كتعرفها؟
you need to increase the price,خاصك تزيد القدام
where is this mess,فين هاد الغبرا
i stayed until i got a massage,بقيت تاشوية جاني المساج
why don't you stop now,علاش ماتحبسش دابا؟
the boy is always angry,راه مجهد لولد ديما معير واليديه
this is a mistake,هادا هو الغلط
i'm tired of nature,آه عييت من الطبيعة
he has nothing to do in his life,راه ماعندو مايدار في حياتو
Let me help build this house,خليني نعاون في البني ديال هاد الجمع
the others know how to draw,واحا لاخرين كايعرفو يرسمو تحد ماكان كيوصل لديري
if only I could tell you,كون غير قدرت نعاود ليك لي فات
And can you tell my boss about that?,و واش ممكن تڭول ل سرباي هادشي?
i got a bad taste,تي راه جاتني واحد دخلة
between you and me,بيني وبينك
i thought to ask you,كنت ناوي نسولك
you give me my money or i will put you in jail,يا إما تعطيني فلوسّي ولا خاندفلك لحبّس
you are god,أجاركوم الله
You don't want to suggest that what I say is not good for you,مابغيتيش تعرض دكشي لي كانڭول ماملفاش ليك
"Oh, yeah",أوه، آه
go organize the wedding,سير حدر العرس لي تعرضتي ليه
ten years,دازت عشر سنين
everyone knows,كولشي عارفك سكايري و قمر
when he came they ran away,فاش وصل لقاهم هربو عليه
god help him,يالاه طهلو
people avoid problems,ناس كايبعدو على المشاكل وحنا كانقلبو عليهوم
where are you now,فين وصلتي دابا؟
he is very courageous,هو شجاع بزاف
i had to come with her,كان خاصني نجي معاها جبيلا
your food is bad,راه منتدما الماكلة ديالك
"Yesterday, I drank tea without sugar.",البارح، شربت أتاي بلا سكر.
this is a big deal,طلع ليا فتاسي هادشي
he won't go to his office,ماغاديش يمشي لمكتب ديالو
Can I have a beer?,واش واخا ناخد بيرة؟
she is the president of this country,راه رئيسة ديال هاد البلاد قدر غير برشاوي
my fault,الغلط ديالي
and many travels to explore the world,و بزّاف ديال لسفريات باش نكتشفو دنيا كيدايرة
he has a lot of money,عندو الزهر
tell him to come in from the night,قولي ليه يدخل من سهتة
quarter,وربع
I dont think he will listen to you,مانضنش غادي يسنع دكشي لي نتا محتاج
I can also do homework while I'm writing,و يمكن ندير بريكولات ف الدار فاش كانكون كانكتب
Don't start looking for us here,بلا ما تبدا تلوى علينا هنا
we are divorced,طلقنا خلاص
i was in a relationship with the grocery store,راني كنت متايفة مع مول الحانوت
I don't understand,مافهمتش
they went to buy a new one,خرجو يقادو شي وراق
i was in the salon,قالس أنا ف سالون
without robbing him of his phone,بلا ما تختارق ليه تيليپهونو
It will take us a long time to get back from the road,غادي ياخد لينا بزاف ديال الوقت باش نرجعو من طريق الجينا منها
i will not be angry,مابقيتش باغي ن دفّي راسي را كاين سهد
Have you tried to find a good point,عمرك جربتي تاابر باش تجيف نقطة مسيانا
she went abroad to continue her studies,مشات تكمل قرايتها فالخارج
i'm not ready to go,مافيا لي إمشي
she won't leave us,ماغايتفرقش معانا
I have a few hours to pass before I take the train,عندي شي سويعات ندوزهم قبل ماناخد القطار
The exercise is very simple,تمرين ساهل بزّاف
i'm tired of mint,عمرت أتاي بنعناع
why you dont wanna explain what happened,علاش مابغيتيش ت ودّح ليا أش وقع
i know you did it,عرفتك زبلتيها
where did you put this,فين نصيفت هادشي؟
yes that's true,آه بش داكشي
"Yes, I like this with ducks and swans too",آه، حتى أنا كتعجبني هاد دايا مع البط و البجع
you will be late,فاش تانكون معطّل شوية ولّا ماتانديرش شي حاجة بغاتها
i cant forget her,مانقدرش نسا خريها
i want but i dont want,بغيت ولكن قلبي كيڭول لا
this is problem,مشكلة مع هادي
Don't try to move my poems,بلا ماتحاول تحرك ليا المشاعر
i don't have a phone,ماعندي منتسلك
he took his clothes,هز حجبانو
you still have time,راه باقي عندك في الوقت
i told you to take care of yourself,قلت ليك ثلائي فرسك
do i have to try this again,واش نبقى تاني نحاول هادشي
every year,كولّا عام
you should drink too much water,حاسك تشرب بزاف ديال الماء
this house is built on a hill,هاد دار كاتل على جبل
but they are the ones who bring the money,ولكن را صياح هبوما لي كايجيبو ليهم فلوس
they are not perfect,خوا ليس كونت كاملين
i will call you,لابغيتكوم غانعيط ليكوم
there she is coming,هاهي ديك سيدا جاية
you may come to your home,يمكن غير جيتي على زهرك في شي نهار ماشي هو هاداك
do you want the cops to knock on my door,واش بغيتو البوليس يبقاو يدقو عليا ف الباب
"One question, Sandra:",سؤال واحد، ساندرا:
if only I could say no,كون غير قدرت نقول لا
you are my fault,نتا لي غلطي بوحدك
where is she,وايه فين شدها
I dare you to postpone this appointment,نتحداك تأجّل هاد لموعد مايمكنش
if only I could take this exam,كون غير قدرت ن حلّل داك نص فلامتحان كيما ڭالينا لأستاد
they don't know what the need is,ماكايعرفوش الحاجة لاش كايساوبها
she went to the police station,هي تمشي لكوميسارية تدكلاري بيه
if only i followed the law,كون غير قدرت ن متاتل لقانون و لكن أنا سڭوع
i dont know where to put my head,ماعرفاش فين نعطي راس
"Yes, it's flying time, you have a travel plan",آه را لوقت كايطير، عندك شي بلان ديال سفر
why are you angry,مال سباعك عوجين
there is a problem,كاينة تمارا والله
he was very happy,كان فرحان بيه بزاف
i always knew that she wanted us to die,كنت ديما عارف أنّها بغاتنا نموتو
I'm glad to know that I'm in good health for you.,فرحت فاش عرفت أنّا صحتك مزيانا.
you still love me,باقا كتبغيني ياك؟
if only I could reveal the truth,كون غير قدرت ن نكشف ليك الحقيقة
I'm proud to be with you,أنا تان نفتخر بأنني معاكم
Does this happen a lot?,واش هادشي كايوقع بزاف؟
do you want to come tomorrow,واش بغيتي تجي بلاعشية وولا هتال غدا
put this down,حطّ داكشي لّارض
life is not with us,حياتي ماعندها معنا
we talk together,كنسولو فبعضياتنا وساف
How would you like to go out in the garden in the coming days?,كيفاش بغيتي تخرج لجّردا فهاد ليامات الجايّين?
I'm learning a new language,كانتعلم اللغة الجديدة
i always thought of a romantic couple,ديما كانت كاتجيني لفكرة ديال نشرفو بجوج رومانسية
Can you explain this?,واش تقدر تشرح هادشي؟
are you a fool,واش نتا مكلخ
he asked her with a smile,طلبو منها بش دعاف
my imagination is making stories,راه الخيال ديالي كيسنع شي قصص
i'm tired,تميت رجعة
Why don't you want to kill him,علاش مابغيتيش تقتلو ياكما كايجيك
where will you find this nature,فين غاتلقاي هاد الطبيعة
the bottle is too big for him,كسكيتة كبيرة عليه
I speak a little English,كانهدر شوية بالإنجليزية
what will you do with your friends for dinner,أشنو غاديري أحبيبة فالعشاء
just stay calm,غير بقاي تجلخي
It's going to be the best way to finish the week,غاتكون أحسن طريقة باش نساليو السيمانة
i will not invite you,مابقيتش باغي نعرض عليك حيت ماجيتيش عزيتيني فلموت ديال واليديا
i'm with you,راني معاك
"Where is the barrel, please?",فين كاينا لا ڭار عافاك?
wait for me,تمعليا ف رزقي
i like it a lot,كايعجبني الحال بزاف
good bye to your family,سلّم على عائلتك
it's a good tsunami,راه مرتاح يكون تسونامي
he went to study,مشا يتقدا
the window is exactly like her,القينة وحدة كاتشبه ليها تماما
wrong,غلطّ
i'm waiting for the opening,علاهساب لفتح
do you want to talk to me about him,واش بغيتي تهضر ليا عليه
does she know anything,واش كاتدرك شي حاجة؟
think about your future,فكر فالمستقبل ديالك
there are many who forget about the weather and stay in it all day,كاين بزّاف لي كاينساو السيامهوم و كيبقاو عاطينها غير لسبان نهار كامل
i thought that he will wait a long time before he get a cup,كان كيسحاب ليا غادي يتسنّا بزّاف قبل مايدي شيڭي كوپا
i saw you busy,شفتك مشغولة ماڭتلك والو
I'm not thirsty,ماكتعطش
Happy birthday,عيد ميلاد سعيد
good day,نهارك مبروك عليك
call your friends,عيطي لسحاباتك يعاونوك
how many years have you been?,شحال عندك من عام؟
where is the kitchen,فين جات الكوزينة؟
Why don't you want to improve,علاش مابغيتيش تحسّن
this is normal,هادشي عادي
its a form of a bit of exaggeration,غير هو لفورمة ديالو تكون فيها سيما زايدة شوية
your brother made me angry,ڭلّسني ڭلّسّات خوك و حاسبني حسب عدوك
i was not like this,هي ماكنتش هاكا
today's team is one of the best,الفرقة ديال اليوم هي من أحسن واحدين عندي
do what you want,دير علاش ترجع
I'm going to the salon,كانمشي للصال
at least,علاقلّ
feel good,حس براسو
he is not bad,تاهد فينا مافيه العيب
there are good groups helping each other,كاينين ديس ڭروپت زوينين و كايعاونو
i want to buy something,بغيت نشري شي حاجة
she made me laugh,ولفتها و ولفتني
the cooperative we had in the village is gone,راه تعاونية لي كانت عدنا فالعروبية مابقاتش
work from nothing,خدام من نيتو
i was with you,كانت خاطبتك
but the view of the falls is beautiful,ولكن زوين فيها المنظر ديال تلج كيتيح
he has a problem with his heart,عندو مشكل ف القلب
i'm sorry madam,مربوك عليك أمدام
he writes a letter,كايكتب واحد رسالة
you should never climb this tree,عمرك تركب داك العود راه كيركل
without slowing down,بلا ما تخفف شانتا
i ate what i left,كليت هاداكشي لي بقا
"Statistically, the saids are usually blocked at takeoff and landing.","إحصائيا, لكسايد كايطراو عادة فل إقلاع و لهبوط."
you should never solve this problem,عمرك تدبت هاد المشكل
Let me review this movie,خليني نتاقد هاد لفيلم
you are too late to justify your position,تعطلي بزّاف باش تبرّر لموقف ديالك
i will take you bus,مامشا معاك باص
I work at my boss,انا خدام عند راسي
"And when I remember my late, I remember leaving my house",و منين عتدرت على تعطل ديالي، تفكرت خليت وراقي فدار
they will not be able to do it,لايجيبو فبحال هاد الحالة
why you dont wanna eat sfenj,علاش مابغيتيش تاكل سفنج
I dare you to praise this programme,نتحداك ت مدح هاد لبرنامج ماخدوزش ليك تكدب من هاد الناحية
this water is not sufficient,راه ماكافيش هاد الما لي كايم
if only I could revise,كون غير قدرت ن مراجعة.
You don't want to make us happy with a baby,مابغيتيش تفرحنا بشي وليد
you are in my house,هانتي مستورة معايا فدار
did you go crazy,واش خرج ليك للعقل؟
he goes where he want,يمشي فينما بغا
he wants to make chicken,بخا يهز دجاج مالقا غير العجاج
i watch the news,كنتفرج مس ماكندويش بصراحة
this is not logical,هادشي ماشي معقول
I'm going to die,غادي نموت
i need a charger,توضر ليا شارجور
"By the way, we should get up!","بالمناسبة, أيخصنا نشطحو!"
i came to see you,جيت نشوفك
he works at his cafe,خدمو عندو في القهوة
I won this contract,من جميع نواحي راني رابح فهاد الكونطرة
five steps,خمسة تدراهم
i will double my money,أنا غادي ندي دوبل ديال هاد الفلوس
go to your work,سير قبل خدمتك
you look for problems,كاتقلب على المشاكل نتا
he will leave his place,هو غ يخلي بلاصتو
you are confusing me,كاتعارفي تمتلي
is this sunscreen nice,عفاك واش هاد واقي شمس زوينة؟
thanks for the offer,شكران على العرض
what to do,آخ ندير فيها مامتيقدر
Have you tried to talk to a cop,عمرك جربتي تدور معا شي بوليسي
tomorrow i will go,مسح غداشي
"Yes, fine, thanks for the help.","أه مزيان, شكرا على المساعدة."
"You're angry with me, I know!",قلبوك ضدي، أنا عارف!
you should never receive money,عمرك تلقى شي فلوس مليوحين وماديهمش
he came again,جا تاني
But we're resting all year.,ولكن حنا مرتاحين العام كامل.
i didnt know how to tell you i love you,ماعرفتش كيفاش نقوليك كانبغيك
we go to aunt,نمشيو تارغو عمتي تم
lets go early,يالله نمشيو بكري الجمع نشدو سفوفة لوالين
there is a window,كاينة العجاج
no flowers,لا ورززات
Not so good.,ماشي مزيان.
"Yes, I'll have a tajine, may God save you!","أه, غاناخد طاجين, الله يحفظك!"
i want to come here anyway,كنبغي نجي لهنا واخا هكاك حيت هاديق بزاف
you are upset,داريتك فراسك واقيلا
go park your house,سير بارك لدريا راها عدات الماستر
i dont know how much rent there is,ماعرفت شحال داير الكرا تما
your smell is too bad,ريحتك عطات
i'm busy,وا شحال ديال لخدامي تبعيني
i respect you,أنا كانحترمك
i need someone to donate blood,خاصني شي واحد يتبرع ليا بالدم
look at me carefully,شوف فيا مزيان
we need to talk a bit,خاصنبا نڭالسو معاه شوية
i want to talk to you,عزيز عليكيا نهضر معاك
this is a time of trouble,هادي المرة ديال الزمان
"If regret is old and time-consuming, that's your employee problem, right?",إيلا كان الندم قديم وفات عليه الوقت، فهادا راه مشكل ديال موظفين عندك، ياك؟
I'll have a cup of tea please.,غاناخد واحد كاس ديال الأتاي عافاك.
dont fix the liver,ماتربيش الكبدة على ذهب
i want to change the weather,بغيت غير نبدل الجو
i saw nothing,ماشفتش أنا شنو كايدير
i want to go to bath,بغيت نمشي لحمّام
the groom's family grew up with the bride,عيلت العريس كبرات بالعروسة
you have,عندك
the boy I went to is a good boy,القصم لي مشيت ليه كنسبغو ونجلس
i want to make myself proud,بغيت نقدّم راسي
starting is hard,البدية كاتكون صعيبة
Hi madam,سلام مادام.
understand between them,تفهمو بيناتهم
first time you come,أول مرة غاتجي
I dont think he will close the door,مانضنش غادي يسد علينا البيبان
Maybe I should eat something good,إمكن خاصني ناكل شي حاجة طاهية
i want to do a project,س بغيت ندير مشروع دعم و تقوية
where did she go,يا ربي فين مشات هادي
i'm late for school,تعطّل على لمدرسة
i'm not looking for anything,ماكانقلب على والو
you are very good at saying,نتا رائع بالمقول.
i thought that he will be able to buy this place,كان كيسحاب ليا غادي يشد داك رونديز فوقتو
is there a party you want to attend?,كاينا شي حفلة حاتحضر ليها؟
what do you mean by that?,أشنو كاتقصد ب ؟
you should never invest in a car,عمرك تبلوكا فشي إمبوتيلياج عارف تخرج راسك
I have a lot of sleeping habit,عندي عادة ديال النعاس بزّاف
I'm on the steps now,أنا راني ف الدروج دابا
there is a new place,كاين داك لبلاصة طاليانية جديدة
or work,ولا تخدم
you need to revise the resumes,داروري تهفد الملخصات
shut up don't fool me,ساكتي بلا ماتحمقيني بحبالك
4 years old,4برات قبرة وحدة
the oil is hot,الزيت سخون
he has no father,ماعندوش لوالاد
we laughed with you,دحكنا معاكوم ندمتونا
whatever you want start,فيما بغيتي بداي
do you have any clothes,واش عندك شي حوايج
i will take my time,أنا غادي ن ندم وقتي
if only I could place you,كون غير قدرت ن بلاصيك
you may want to buy tickets,تقادي تسبغي بلاكارات
go to the mosque,سير قد ناموسية راها محرسة
you don't have a boss,ماعندك مدير
your father is not available,بقا أباك لي شايفو
i was not afraid of wolves,ماكانت كاتخاف من والو
least,أقل حد
this is not working,هادشي ماغاديش ينجح
i will study german,ناوي نمشي نتعلم ألمانية باش نمشي نعيش في ألمانيا
the sea is clear,راه صافي البحر
Why don't you want to grow from your poverty,علاش مابغيتيش ت نمّي من تاقافة لي عندك
you need to reach the selenium,خاصك توصل للسليان
"Come on, let's do it this way","أجي, خلينا نديروها بهاد طريقة"
the cops took the phone yesterday,البوليس شدو شفارة البارح
sing to the bishop,سوڭ لپيكالا
i want to wash clothes,بغيت نغسل الحوايج
listen,سمع
you never know,ماعمرك تعرف
That's a nice night!,هادشي زوين نيت!
we dont stay at home,ماكاينا تا معنا تبقا تنڭور ف الدار
the winds of the earth made me sick today,ريح الأرض سدعتيني اليوم
But if I had a better night I wouldn't be as sick as before,ولكن بعدا وليت حسّن مابقيتش مريض بحال لوّل
I'll need a minute to get you a lemon.,غادي يخصني دقيقة باش نعصر ليك ليمون.
bring that new manta,جيبي هاديك المانتا جديد
i will show her a face,غانوريها واحد الوجه عمرها شفتو
the train is late,التران معطّل بزّاف
she isnt good,مابقا ليها والو نيت
i hit my knee,جرحت ركبتي ب واحد لعرش و قمشت راسّي تاهوا
pray with the sword,أصلي بالخزامة
i'm tired,آرا ليا المعلقة
this is your turn,دور ديالك هادا
you should never think about going abroad,عمرك ت فكّر فالحثراف برّا
why don't you want to curse him,علاش مابغيتيش تلعنو را يستاهل
we will see you in madrid,أكسباليك نتفرجو فالعشية فمدريد
he is wearing clothes,خلي كيداير اللباس عليك
stomach,ديال المعدة
whatever you do deserve me,آي حاجة ترتلك تستاهلي
i'm with you 2 days,أنا معاك 2 من
if only i won this game,كون غير قدرت نربح هاد اللعبة
he is a good person,جمع و خبي تتحسب عند ربي
do we have veggies among our friends?,واش عندنا نباتيين بين صحابنا؟
my brother is a good student,خويا تايقرا مزن
"tell us to go here, do this, in a hurry",كتقول لينا نمشيو لهنا، دير هادي، بففت
if only I could climb this mountain,كون غير قدرت ن ركب فوق داك جمل
"It's not working, the sun is starting to get up","مشا لحال, شمش بدات تاتغبر"
he didn't work,ماخدّامش
for those who stayed up they were only three dirhams,بنسبة لهادو إيلا بقيت عاقل كانو بتلتميا ديرهام ولكن اليوم سلد فيوهوم تلاتين فلأميا يعني دايرين ميتين ديرهام
You don't want to blame yourself for what you're doing,مابغيتيش تسحّ لراسك لأقلات لي كاديرهوم
i will send them to you there,راه هتيتهوم ليك تما
We'll have tomato butter,غادي يكون عندنا زبدة ديال طماطم
take care of me,فرقيني عليك
"Can you write it down, please?",واش يمكن ليك تكتبيها عفاك؟
i will put it in the window,غانحطّو فلما
"But as you know, being stressed in flight is not a rational thing.",ولاكن كيف كتعرف، تكون متوتر ف طيارات ماشي حاجة عقلانية
I dare you to eat this cake,نتحداك ت جرّب تاكول هاد لتعليتا
the pombia stayed with her for four hours,البومبية بقاو معاها ربعة ديال السوايع باش تفاوها
you are too late to submit your project,تعطلتي بزّاف باش تقدّم لپروجي ديالك
i asked again,طلبت تاني
i will travel to change the weather,غانسافر نمشي نبدل الجو
what's your opinion?,شنو رأي ديالك؟
change the subject,بدّل لموضوع
I dare you to defend him,نتحداك ت دافع معاه
Friday,جمعة
I have a brother and two sisters,عندي خويا و جوج خواتات
you didnt come,متلتيتيش جيتي
i thought that he will pray for the morning,كان كيسحاب ليا غادي يسلّي لفجر
i want to know what you want to talk about,بغيت نعرف علاش بغيتو الهدرو
i wanna go to argentina,بغيت نمشي للأرجنتين ونشوف كوندورس
this will be the last time,هادي غاتكون آخر مرة
what do you do ?,شنو خدمتك؟
I think you took the compass with you...,حساب ليا راه خديتي معاك لبوصلة...
she is not alive,راه مابقاتش فالحيا
i feel sick,كاتدرني الضرسة
Where are the toilets?,فين كاينين التويليت؟
forget about the kids,نسا عليك الدراري راه مشا عليهوم لحال
do us a favor,ديرلينا شي زردة
this question is too much,بزاف كايترهو هاد السؤال
Let me leave the room,خليني نتيح المجانا
if only i did it before,كون غا غلطيها قبيلا
if only I could reconcile between us,كون غير قدرت ن سالح بيني و بينك و لكن صعيب لحال
it's expensive to know the price of this house,لي مكلفة هي لي عارفة سيستГЇم ديال هاد الدار
you should never follow your rules,عمرك تبّق قانونك على لا5ور
"Oh, I don't need to hope for that",أودي، ماخاصنيش نتمنى هادشي
this place is sacred,راه مقدسة هاد البلاصة
give me two dhryam,عطيني جوج دراهيم
Have you tried to talk to a teacher,عمرك جربتي تحدّر درسّ كترر من لقياسّ لاتجي لقسم و تنعس
i thought that he will admit the truth,كان كيسحاب ليا غادي يعترف ليا بالحقيقة
you are too late,ياكما توعتي
i brought you a surprise,جبت ليك واحد المفاجأة
take a picture,دير سمتا
turn off my phone,خاصر ليا تيليفون مورا ماتلاح ليا فالماء
what's your favorite dessert from magic?,شنو أحسن ديكرا عندك من سحر؟
Have you tried to argue between friends,عمرك جربتي تسالح مابين خوت
What do you think we should do together to learn to cook?,أش بان ليك ناقدو شي حسّاس نتعلمو فيهوم طياب مجموعين ?
i need the toilet,بدي الفوتة لي كاين فتواليت حيت را توسحات
i think of getting a divorce,تانفكّر واش تقدات ليا تقدية
did you do something,واش دارك شي حاجة؟
i've been waiting for this opportunity,كنت كنتسنا شحال من عام الفرصة لميتاليا باش نقولك هادشي
every day,كل نهار
these are my friends,هادو هوما صحابتي لي عاوت ليك عليهوم
I work at night,كانخدم بالليل
go play next to home,وا سير تلعب حدا داركم
this is past,هادشي راه فات
Let me give up.,خليني نسلم.
the school is far from home,المدرسة بعيدة على داري
I don't have many friends except Mona...,ماعنديش بزاف ديال الصحابات من غير مونا...
i have to ask you,أنا عندي ليك هل حسن
my sister is married,ختي مزوجة
Don't stay here,بلا ما تزعلل هنا
I gathered my travel clothes,جمعت الحوايج ديال سفر
I'm sensitive to...,فيا الحساسية ديال...
