tgt,src
راه مستقلة لبلاد على فرنسا,This country is part of France.
دوي معايا غير ب الدارجة,How do I speak in Daria?
فيها بزاف ديال الاهتمام,She is too careful.
إمتا غادي ت جزم بي أناكا ماغاديش تكدب,When are you going to have to admit that you're not going to lie?
ماقريتش هادشي,I haven't studied this.
واش ماشي غش هادا?,Is cheating a sin?
عطيني غا تيساع نوالي ب1.,"Just leave me alone and I'm going to be fine, he said."
كون غير قدرت نعرف ڭاع ناسّ ديال درب,"If only I knew my neighbors well, what would I do?"
عمرك ت تفاوض معايا فهاد الموضوع,You should never negotiate with me on this topic.
سالم عليها بزاف,Tell her I say hi.
علاه,Randomly
كون غير قدرت ن فسّر ليك موشكيل ديالي,"If only I explained my problem to a complete stranger, would they believe me?"
بلا ما تكدب عليه,How do I lie without lying?
كايسحاب ليهم رشان الما عليا راه كايضحك,They think it's funny to spray water at me.
تعطلتي بزّاف باش تعزّل لكادو,Is it too late to choose a gift at the age of 30?
باين ليا هاد التونوبيلا مستعملة,What is the best way to buy a used car?
بلا ما تفكّر ف لي جاي,Don't think about whats coming.
أنا مسمحك,I forgive you.
راه محافظ الواليد,This man is conservative.
وحدة تما لجلد,There is leather one.
غادي نبقى نتفرج فيك كدير دورات ديالك,I'll watch you do your laps.
علاش مابغيتيش تڭلب عليهوم,Why do you not want to change your mind?
تعطلي بزّاف باش غرّس هاد زريعة,Is it too late to give seeds at the age of 30?
تعطلي بزّاف باش دبت ل أمور,Is it too late to learn to read and write?
سمع كلشي لي قلت,He heard everything.
ياك لاباس؟,What's up?
غير بشوية عليك,How do I take it slow?
اه عندي مجانا,"I have a watch, yes?"
بلا ماتعيط ليا ف هاد الليل,Don't call me this night.
نتسناو واحد شوية,We will wait a little bit.
واش لقيتي شي فرصة باش توصل لتما؟,Did you get a chance to get there?
شوفي هداك,Who is beside you?
أشناهوما تقاليد لي متبعينهوم هنا مورا الأعياد الدينية؟,What are some of the traditions of religious holidays?
شنو سماك لله؟,What is your name?
عمرك جربتي تخش فشي امتحان ديال هاد المادة,Have you tried to never stop wotking?
حبيبة، عيد ميلادك من دابا شهرين، خاصنا نديرو شي حفلا، أش بان ليك؟,"Honey, it's your birthday in exactly two months, we have to throw a party"
غانحطّو فلما,I will put it in water.
شنو كتعني هاد الكلمة؟,What does this word mean?
مالاحضط والو؟,I didn't notice anything.
غادي يشدوني ف الحبس,They will trap me from prison.
ماما لي كداب عليها كاتايقو,"They lie to my mom, she says."
واش عجبتك البلاصة,Do you like this place?
ماغاديش تفهمني,Why won't you understand me?
مابغيتيش تموت شهيد.,You don't want to die anymore.
خانتلبو الأستاد يأجل لينا امتحان,I will ask the teacher to postpone.
أنا غادي نحسّن من الجودة ديال لمنتوج ديالنا,I will improve quality of product.
سف تافقنا غدا إن شاء الله,We agreed for tomorrow.
قطاع العلاقة ديالك بيهم,What is the best way to end your relationship with someone?
ماخلا غير الريش ملي كان خارج,All he left was feathers on the way out.
"كاين المئات ديال ناس خدّامين ف هاد شركة, واش ممكن نعرف فين جا ل بيرو ديال كولا واحد?","There are several hundred employees in this company, can't I know the location of everyone's"
غادي تعذبي معاه,You will suffer with him.
باقي نرتاح,I want to rest. What should I do?
ماعمرني منسا هاد نهار,I will never forget that day.
وشنو سميتك نتا؟,What is yours?
علاش مابغيتيش ترتاح,Why do you not want to rest?
مافيها والو,No problem
شرينا ليه لوعاب,We bought toys.
خسّني نمشي,I need to go. What should I do?
وبزّ ليك أخي,I don't know what to tell you.
راتكوني فشيتي فيها قلبك.,You would have evicted everything in your heart on her.
تانفكّر واش فكّرتي ف ل أختار ديال هاد لوعبة,I'm thinking if you looked for the mistakes.
لازمنا نديرو محامي ونشرحو بلي هادا كان غلط,"We should get a lawyer and explain that this was a mistake, he said."
تصويرة مواضحاش,The photo is not clear
واش عندكوم شي خبر عليها؟,Do you have any news?
مريڭل هاد ديري عالم,This boy is sick.
راه سابقك جيتي نتا تاني,He outpassed you
ماعرفتش شنو نقول,I don't know what to say. What should I do?
يالله نبلانيو نهار نديرو فيه ڭاع دكشي لي كان كيعجبنا ف صحور,Let's plan a day to relive our childhood favorites.
خليني ندم.,Let me regret.
أنا غانود دابا باش نبدل,I will change now.
شحال كانحماق على دجاج محمر كانڭول لواليدة تسوبو ليا كولا نهار,I love kitchens so much.
آه، رحلة لأمريكا الجنوبية غاتطلع غالية,How much does it cost to travel to South America?
خليني نتلاقى بيه.,How can I meet him?
أنا غادي ن تدرب فلكاديمي ديال فرقتي لي كاتعجبني,i will take this this bit
كولي كون ماناس لي اكسدوني,If only for people.
باعنا وقورينا,We sold
عندي ليك واحد البريكول,I have a thing to do. What should I do?
مابغيتيش ت خلع داك لولد سغير,You don't want to scare the little boy.
عندي,I have.
عنقي تعنزي,My neck hurts. How do I stop it?
آه، راه وصلت لترتيب ثمانية,"Ah, the order of eight has arrived."
خليت عليا,What is the best way to join me?
لموهيم حسالتي,We caught you up.
واش كاتخيلي!,Can you imagine?
شهر تمنية,august
فين غبرتي عليا,Where did you disappear?
بانت نتيجة,The results have shown :
أنا سكت بزاف,I stayed quiet.
هاهو آجاب ربحة,He got in trouble.
لي ماخدامك نسايبو,What wont work I will throw it?
لهما لحس والا نبقى هاكا,Only half is sufficient.
لمهم هوما فدور,The country side
مانضنش غادي نرفّه عليك,I dont think I can elevate your mood.
سيري ڭلسي معا راسك,go sit
ولكن باقي كانهاول هيتا يجي لله,I tried but no results. What should I do?
ماعندك مدير,You have nothing to do.
هاداكشي لي بغيت ناخد مابقاش,What do you want to do when you run out of time?
مخلت ب ما ورد لمقتر,With extract of Werd
"يالاه نتحركو دابا, أولا غادي نبقاو هنا شي أيامات!",let's move now or we'll be here in a few days!
البيار نخفو,Pits are drying up.
نتحداك ت شري كيمياء كافية ديال الماكلة,I dare you to buy enough quantity.
كانتسنّا فيك ت نقّط لينا هاد لامتحان و دير معانا مسيان,I'm waiting for you to grade this exam.
رجعت فين كنت ناعس,Where do I sleep?
كولّا سبت,Every Saturday.
سمعت أنا ديبريشن كترات هاد السنين الخرا,Depression is becoming more common.
سمح لي,Excuse me.
بغيت نشد شي مشاش نعاود فيهم البيع,I want to sell cats. How can I do it?
واحا لاخرين كايعرفو يرسمو تحد ماكان كيوصل لديري,No one asked that boy.
هادشي غريب عليا,This is strange for me.
وصلت لدار لقيت الواليدة موجدة لفتور,I found my mom makinf breakfast.
راه جراو عليه دخيا ماعطلوهش,"They fired him quickly, he said."
ماديرش صداع,Don't make noise.
معاهوم,With them
كانتسنّا فيك ت برد ليا داك لكاسّ ديال أتاي,I'm waiting for you to cool down this cup of tea.
وا صاحبي سير وسكت,go and be quiet.
علاش مالي؟,Why?
يالله نبداو ترح.,Let's start the game.
عاود ليا على نهارك,Tell me about your day?
راه صيفت ليه مسج,I sent him a message.
ماكيدروكش صباعك ?,Dont your finger Hur?
عمرك تخشي فلوسك كاملين فجيبك يقدرو يجريسوك,You should never put your money in your pockets.
اشمن وحدة بغيتي؟,Which one do you want?
"عرفت أنني كنت متردّد باش نرحل من داري حيت دوّزت فيها بزاف تليامات زينين, و لكن ف أخير لمطاف راه كاتبقا غير طوب و سيما","I know I was reluctant to leave my house as I had so many happy times there,"
أولا وصلتي لشي درجة كتر فيها سيما,This stair has too much cement.
أش غادي ندير ليه,What should I do to him?
عقلها خفيف دغيا غاتعلم,What makes you a fast learner?
ماعندو معنا,Nonsense
أنا خايفة على صحّتها,I'm worried about my wife's health. What should I do?
صافي شدينا طريق باش نرجعو المدرسة,We came bac kt oschool
باش غادي نعرفو أنا راه ولدك,How do you know if your son is your son?
ودوز لعندو ل أڭادير.,visit him in agadir
وخا هادشي زوين,"Okay, perfect."
امتا غاتزوّجي?,When will you get married?
قلت ليه يمشي عند طبيب ماكيسمعش ليا,I told him I go to the doctor.
"تصنّت, كاتسمع هاد صداع?",Can you hear that noise?
هاد القضية خايبة,This situation is bad.
ماتنساوش، راني عارف ڭاع داكشي ليكانت كاديرو هاد شركة هاد عشر سنين لي دازو,"don't forget, I know everything that this company has been doing for the past 10 years"
يالله,Just
كانشرجي تيليفوني,I amcharging my phone. How do I do it?
بقينا بلا عشا اليوم بسبابك أصاحبك,We stayed without diner.
هادي راه مشكلة كبيرة,This is a big problem.
عال ليا مالين داركم,Tell me about your parents.
مكاينا هتا فشي بلاصة أخرى,This is the only place where it exists.
سير مسح دموعك,How do you wipe your tears?
سموحات,I am sorry.
ماعلياش بزاف,It's not very high.
عمرك جربتي تكتب كشي واحد رسالة وتصيفتها فالبريد,Have you tried to send a correspondence?
من الأحسن لينا نتحركو,We had better get to move on.
كايدوش,He takes a shower and eats.
شدّها بيديك,grab it with your hand
هادشي كايتلّف.,That's confusing.
علاش مابغيتيش تتعاود ليا دوك القصاص,Why don't you want to tell them your stories?
علاش مابغيتيش تخبا من شفار,Why do you not want to hide from a thief?
تسبهو على خير,What is your good night?
سدقتي ولد الحرام,And you turned into a jerk 
العبين كاش كاش,He's playing hide and seek.
حتارم باك باش كون مرضي,Do you respect your parents?
عمرك ت جرب هاد نوع ديال لعب,You should never try this game.
راه عرفي هادشي باقي ما دزنا الرسمي,This marriage is old way.
أنا غادي نكون غير ف الدار,I will be home.
عمرك جربتي تلوا جوع,Have you tried to be hungry?
أش بان ليك فيمعة بالليل؟,What is the best way to spend Friday evening?
نتحداك ت دعوة عند طبيب,I dare you to heal at hospital.
غانهاجر,I will immigrate. Why?
أنا راه مريض,I'm sick. What should I do?
وا ناري شحال فيه ديال تبرزيت,Why are you annoying?
تانفكّر واش نزيّر سمتا,"I think if I could tighten my belt, how would it work?"
ماتعدو ليه قصت حياتي,Should I tell him my life story?
تعطلي بزّاف باش تميزي,Is it too late to insert a coin at the age of 30?
كون غير قدرت ن واجهك,If only I could confront you
قرا هاد الكتاب,What is the best way to read a book?
حورة إيلا سبرت دارها عمرت,perserve your precious.
مانضنش غادي نملك شي حاجة عندها قيمة شي نهار,I dont think I will own luxurious stuff.
علاياش كتقلب؟,What are you looking for?
عمرك جربتي تاكل تخميسة,Have you tried tkhmsisa?
بحرا,Just
بلا ما تحتجّ عليه,Without complaining
كيغاندير باش نوصل تمّا,How do I get there?
نهار يساليو منك يلوحوك,When they finish with you they will throw you out.
راه ماعدنا مانديرو بوه,We have nothing to do with him.
كاينين شي طيور واعرة في البرازيل,There are some amazing birds in Brazil.
مكاينش ولكن,There is no but
راه مجهول الحوية,He is anonymous
راه كمل لوقت لي عطاوه ليه فالحبس,He served his time in jail.
صراحة كونا فاللفتيح كلشي كايحماق,"Honestly, I was at the opening, everybody went crazy."
كيعجبني نقاد جردي ملي كانكون خاوي,I enjoy gardening in my free time.
ماتحاولش تبدل ناس على دوق,Don't change your peopple.
كيباليا عندك بزاف تلحوايج,I think you have too many clothes.
مللي قلبت كانت مشات!,When I looked up she was gone!
شحال مغير هاد خونا,He is too jealous.
شي عام إنشالله و نشد بلاصتي فلرقة لأولى,One year and I will get along.
ماكرهتش نرجع بلوقت و نعاود نعيش عطل سيف فين راسي كيكون خاوي,"If you could go back in time and relive your summer, what would you do differently"
ماكرهتش نتمشى شوية,I'd like to go for a walk. What should I do?
نتا إنسان مامزيان,What makes you a good human being?
واش القضية مدمونة,Is it guaranteed?
راه كايتعاودو عليا شي قصص خايبين,They tell bad stories.
واقيلا كايسدو معا 16ه,They close at 16h.
راه دارو ليه ستيدعا فوري,They have called us
لا ماجاليا والو,He told me nothing.
مابغيتيش تسلفو شوية ديال الفلوس,You don't want to give him money.
منين نتا?,Where are you from?
تعطلي بزّاف باش تدير لينا عرضة,Is it too late to invite me to dinner?
سالسا جاهزة,Sauce is ready.
تصاور اشنو طاري,What is happening?
خرها ف خرها,What is the best way to have more luck next time?
كانتسنّا فيك ت حسّاسّ لراسّك واحد لفلوس باش تهلّ فراسّك,I'm waiting for you to spend money on yourself.
لقينا عندك سكر,We found diabetes
كانعتقد أنهو من المهم أنك تاخد دعم كافي,I think it's important that you get sufficient support.
شراو الدرية قورميطة ديال دهب وسنسلة,They bought her a gold bracelet.
فنداري نبداو ناكلو,let's eat.
ندمت ليمادرتش داكشي,I regret not doing that.
جيت ندوي معاك حيت نتا أستاد و تلامذ الآخرين كايمرضو صاحبي,I have come to speak to you because you are a teacher and other students are upsetting my
سمعت لا كارت ماخاصهاش تسكانا,ID card should be scan.
العشية نلقاك واجد,Evening be ready.
دنيا درعة كول واحد كايلبسها ساعة,Life is unpredictable.
علاش مابغيتيش تعزز الصاحبك باش يتموتيفا,Why don't you want to support your friend?
تلفت هاد المرة بزاف,I'm wasting this time.
ماعمرك ماجربتي هيواية جديدة؟,Have you ever tried a new hobby?
ماعرني كليت الساندويش,I've never eaten a hamburger. Why?
أتلقاهم عندو خلي,You will find at uncle.
هادا ولدي,This is my son.
رد البال,Pay attention
ماعمرو كاياعيط معطل في الليل,"He never calls this late at night, he said."
هنا باقد على المدينة,At least in the city.
أنا ماعرفتش شنو كاتوقع منني,I don't know what you expect from me.
زواج ساهل معامن لي صعيب,"Marriage is easy, but finding whom is difficult."
مالقيتكومش وانا نرجع,I did not find you and came back.
أنهتاجهم باقد غدا,I will need them after tomorrow.
كانعرف واحد البنت خدامة ب450ده,I know a girl who works for 450dh.
شهر العسل,Honey Moon
الهجوم لعبو على بساط قصار,The attacking strategy relied on short passes.
تخاوف و باري تبقى ماهوم,afraid and still want to be with them.
يالله شفت صاحبي و صاحب.,I saw my friends.
أش كادڭولو,What do you say?
دقا باطلة دابا نساورو ليك,Its efficient
جيب معاك لڭليّة,What is the best way to bring pop corn with you?
لوﻻد ماكياكلو مسيان ماكيلعبو أش هاد العيش معيشّهوم,The boys eat well and study well.
كان كيسحاب ليا غادي يخفف عليا,I thought that he will go easy on us.
فيا,I can.
واش ديك دار الحمرا هي ديالك؟,Is this red house yours?
ترجمي ليا هاد الجملة,Translate this phrase
هادشي ماساهلش بزّاف,It's not easy.
ملي مشات مارجعاتش,She never comeback.
مشا البحر,He went to the beach
غادي إفهم من بعد,He will understand later.
العطلة راه ديال هادشي,The holidays are for that
شوف شحال مكرفسين رجليا,Why does my feet feel so bad?
ماتحس بالمزود غير لي مكبوت بيه,You can feel others pain.
التلّاجة خاوية,The fridge is empty. What should I do?
كانت السدمة كبيرة بنسبة ليه,She was a big shock for him.
مافيها باس,No problem
مكاين والو ماديرش فبالك,Dont think too much.
عمرك جربتي تنخرط فالالتراس و تولي نتا لكابو,Have you ever tried to join a fan club?
عمري ماحسيت بنقص من شي حاجة,I have never felt need.
دابا أنا أشنو فهادي ندير؟,What should I do now?
دري دام مستقبلاو,He has his futre ahead.
علاش مابغيتيش تتعرض داك شفار را هادي هيا خدمتك أ لبوليسي,Why don't you want to cross the thief?
تانفكّر واش مدحني قدامهوم,I think of praising me in front of them.
داز ليّا صالصير,I've received my salary.
نتحداك تزعج داك شارف را ماكيسمعش أصلا,I dare you to annoy this old man.
المشروع فشل فشل تاريخي,The project failed.
مكايحمنيش,I don't care.
إيلا بغيتي نعاونك ڭولها ليا,"If you want me to help you say it, how can I help you?"
هادشي ماكيعنيش أنا هاد الماتش زايد نقص عندي لا,This match is important
أقل حاجة غاديرها على ودو,What is the samllest thing you can do for your friend?
الواليد سكت,Mu's father silenced
بكل فرح,With pleasure
نمشيو باش ما نتعطلوش,let's go we don't want to be late.
ماكتلقايس باش تشري,You don't find money to buy.
كاين احتمالية صغيرة بزاف ديال أنه تكون حضارة في المريخ,There is very little likelihood of an ancient civilisation on Mars.
وصلاتني لكوموند,My order has arrived. What should I do?
يالاه نقلبو على تاكسي,How do I find a taxi?
واش كتعرف شي بار زوين قريب، وخصوصاً يكون كبير؟,"Do you know a nice bar nearby, and mostly big enough?"
بغيت نولي بعقلي ولك ديري صغير فيا باقي مابخاش,"I've been trying to adult, but my inner child keeps resisting."
"أها, كانحسّ بحالا تقدر تشوف لواد لتحت","Ah, I feel like you can see the river below."
عمرك جربتي دربولادك شي درب خايب,Have you ever tried to coach your child?
مات ليا بنتي,My daughter has died. How do I cope with this?
جاو عندنا اليوم ديال الضياف,We got some guests today.
سدقات ليا هاد كيكا على مزيناتها,This cake was good.
نتا للوّل,"Who comes first, you or you?"
راه باين ليا خاتحمقني,You are driving me crazy.
هاد العيالات,These women are amazing.
واخا و لكن تخلّيه برّا.,"OK, but it'll have to stay outside."
سير دير علاش ترجع,go do something usefull.
ڭلس كمل فتورك,How do I finish my breakfast?
أشمن شاريع قدا؟,What is this street?
واش كاين شي طبيب هنا,Is there a doctor?
شي جديد في القراية,Any news in study?
كندير شوية ديال عصير ليمون و شوية ديال الماء,What is the best way to put lemon juice in water?
من ديك ناحية ماترفض هم,Dont think much.
كانتسنّا فيك ت تيّب ديك لماكلة زيونا ديالك,I'm waiting for you to cook good food.
كون غير قدرت نفترد شي فرضية منطقية,If only I could have a good assumption
أنا غادي نديت ليك واحد تمويه هربان,I will vonfuse you.
تعطلي بزّاف باش ماتبقاش تخنق,Is it too late to stop choking?
عندي مشكلة,I have a problem. How can I solve it?
تانفكّر واش غرس ورد جديد,I think of setting new flowers.
مابغيتيش تدي شي حاجة و نتا كاتستاهلها بغيتي غير تخش,You don't want to mind your business.
جرّبت ب تيليفوني ساعا تاهو مافيهش ريزو,Why is my phone not connecting? How can I fix it?
خلاو لينا دار,They left us home.
كون غير قدرت ن نسج ليك شي تريكوات,"If only I could sew a shirt, what would it be?"
عمرك ت وزّع على ناسّ فلوس,You should never give money off.
صافي مفاهمن على هادشي؟,Are we okay?
مزيان غادي نعيط و نريزيرفي ل جوج ت ناسّ معا ح ديال لعشية,Sounds good to me I'll call and make a reservation for two at 7 pm.
جاي نتبرّا من ولدكوم,I came her to complain.
إمتا غادي ت سيد حوت زوين,When will you go fishing?
شوف شحال الوليد كايبقى مخشي فيمو,How much he is inside his mom?
شكون غايجمع دار؟,There is no one there.
تلاقيت ب واحد ديري عايش غا ف زنقة,I met a guy who lives in the street.
تبلحيس,Buttring up
أنا وياك باغيين الولاد,Me and her want children.
عمرك جربتي تخرج شي تمرين و يحسابك صحيح تايسدق خلالات,Have you ever tried to solve a provlem?
تنستسلم.,I give up.
كولشي غايدوز مزيان,Everything will go well in the future.
و لكن عاود ليا على نهارك,Tell me about your day.
دخلي أختي ندامي لينا,How can I join us?
كون غير قدرت ن دمّع و لكن راه ماعزيزش عليا,If only I could cry but I dont like crying.
لعب كيربحو زبال ديال الفلوس,They make tons of money.
الرياضة كاتزيد ليك من ثقة,Sport activities promote self confidence.
وش كادورا بيها ولا كاتعملي فلأول ?,Do you mix with it or put it first?
الماكلة بنينة عجباتني و سرباية درايفين ماكايعطلوكش,What food is good?
واش قتعتي الحامد؟,What is the best way to eat lime?
فكرة مزيانة أنك ترخا,It's a good idea to relax?
بلا ماتخروج,Why should I not go out?
زعما عمركوم ماغلطو,You have never done anything wrong. Why?
صدق غادي و كيكمي تكتر,He smokes a long cigarette.
سير تلعب معا ڭرانك,go look at your ease.
عمرك جربتي تبدا شي رياضة فالأخرى نسيتيها,Have you ever tried to start a new sport?
سير جبد ماتاكل,How do I know what to eat?
غادي تعجبك,You will like her.
كانتسنّا فيك ت ودّح ليا أش هاد لحالا فلدار,I'm waiting for you to explain.
برڭاڭ كايواصل لهادرا,He is a spy.
له قريب لينا,God is close to us.
أختي ديري كلام باباك,Do what your father says?
ماعنديش مع نهار التنين,Why do I hate Mondays?
ماتسوق لتاشي واحد,How do I not care about what other people think of me?
راه بقا طابع الفلوس تا جبها فراسو,He wants money 
خروج يدربك شوية لبرد,How do I get fresh air?
مانضنش غادي نقلي داك الحوت خانشويه,I dont think I will barbecue th fish.
ينود فيه نمل,He grows ants.
علاش مابغيتيش ت وكلّني أل واليدة ملي كنت صغير,Why don't you want to feed me?
كاتعجبني سقطة في الليل,I like eating at night. Why?
كون غير قدرت ن تحاور معا شي واحد,If only I spoek to someone.
كان حسن من أي حاجة إمكان ليك ديرها,It was better than anything you have ever done.
اشنو درت ليه,What did I do to him?
مالنا على هاد الحضرة,Why are we having this discussion?
جايا تبرغي هنا؟,Are you spying?
"حاجة خرا, واش شفتي, شمش راه رجعات!","You saw, the sun is back!"
عمرك ت تخلّا على واليديك فدار العجزة,You should never forsake your parents.
خلينا نتعشاو على خطرنا,Let us have diner 
كنقتارح تمشي ل الطبيب,I recommened going to doctor.
كون غير قدرت ن سرفقك,"If only I could slap you, what would you do?"
مس غادي تح عليه غالي دروس,He will have an expernsive lesson.
واش وصلك الميساج لي سيفت ليك,Did you receive the message I sent you?
نقدرو نعيطو على لمجموعة ديال يوڭا ديالنا أُ ڭلي كلوب,We could invite our yoga group and the Glee Club.
غادي نمشي معا نبورو,We will go early.
ماكين ثقة,No trust
كاياكل بزربة,He eats fast.
أنا أستاد ديال الرياضيات,I am a maths teacher.
غادي نمشي للهمم,I'm going to the bathroom. What should I do?
مرحبا بيك,Welcome
و لكن عزيز عليك شي كويسات ديال ل ڤان ديال فرانسا تشربهوم.,But you also like a few glasses of good French wine for drinks.
أش كاديري هنا,What are you doing here?
عندو عائلة غير تاع المكرية,He has a bad family.
من دابا شوية,soon
توجيهات ماكانوش واضحين.,The instructions were not clear.
بغيت نقاد سناني,I want to fix my teeth. How can I do it?
واش هادشي كايولي أصعب؟,Does it get easier with time?
كانتمنّا إكون عندي شي واحد,I wish I had one.
تمشا غا بشوية عليك,How do I walk slowly?
أشمن نهار حنايا؟,What is the day?
ماخليت فين قلبت عليك,I looked at you.
تقطع ليا سروال,I cut my jean. How do I fix it?
مابغيتيش تعلق داك طابلو فالقصيم,You don't want to remember the table.
عمرك تدعف راسك ديف,You should never push yourself too much.
تصبح على خير,What was your good night?
وليتي خاصك تخلص مزانية ديال الفلوس على الجارديانات صحاب الكراسة والباراسولات فالبحر,You pay guards.
إكسني لوجاع دب,I feel pain now. What should I do?
بديتي كادخل و تخرج ف لهدرا,You talk none sense.
كولا مقاولة جديدة كاتاخد واحد دعم,Every new company in the world takes funding.
غادي يغنيو شلحا,They will sing Chalha music.
علاش مابغيتيش تقلب على دكشي ساهل.,Why don't you look for easy stuff?
واش ماجاش لدار البارح,Did he comeback yesterday?
مللي كنت صغير,When was I young?
إمكان لينا نشربو من جوج,Can we drink from two?
بلا ما تقلب على الكاري,Don't look for tenants.
فينما كانلقى سلد كانتقدا,whenever my sold finish.
ماتروتيش,Why don't I yell?
الله إرحمو,God have mercy on him.
واش غادي نخسرو شي حاجة؟,We will loose something?
راه شماليين ڭاع هادو لي ساكنين هنا,Chamali people live here.
نهار الحد,On Sunday
شحال ناشط اليوم ياكما زادوك فالخلصة,"Today, you are too happy."
وناس,Half past
شي باغي يشهدا شي باغي يديها لبوليس,He wants to take police.
رخيص بزّاف,Why is it so cheap?
كان كيسحاب ليا غادي يحققّو لبوليس مسيان فهاد لقاضية,I thought that the police will investigate.
آه، بتأكيد,Oh yes!
يقدر يكون ماكايدخلش الخاطر.,He would have been unbearable.
باقي غادي ندير العشاء,I'm still gonna eat lunch.
سير قلب على راسك في شي قنط,Look for yourself elsewhere.
هاد ل فلم كيعسّب,This film is mad
سد الباب ديال البيت,Close the door of the room.
باراكا من الخيرة را ماعمرني ماكانشوف شي وحدة من خيرك,thanks initiviely.
يالاه بغيت نقولهك,I was just about to tell you.
هادي دار ولدي,This is my house son.
كون غير قدرت ن خلّص عليك شي قهوة,"If only I could buy you a good meal, what would it be?"
راه راسو عاوي,He does not think properly.
الصبر...,Patience...
واش صافي ساليتو,Are you done yet?
واش دبا اشنو كين ؟,What is this?
فين بغيتي تمشي من بعد?,Where do you want to go next?
جمعي راسك و ديري مستقبلك برا,How do I secure my future abroad?
شوية شحال ديال الخير كاين,What is too many goods?
و لكن واخا هاكّاك مازال هادشي كايخلع.,It is still very scary.
مابغيتيش تعزز الصاحبك,You don't want to support your firend.
ماكانعرفش نقتاسد,I don't know how to save.
راه واسع بزّاف هاد شورت,This short is too big.
ختي غادي نسور ليك واحد بوماد,I will show you an ointment.
ماعنديش معا هادشي,I don't like this.
ماكيانا معنى,There's no point.
واش تلاقاو معاها بعدا؟,Have you ever met her?
درت التحسّون كبير,I did a huge improvement.
خاصك تولي زعم كتر,Should I be riskier?
جرحت سبعي,I cut my finger.io.
راه قليل عليك هادشي,This is scarce to you.
فيناهيا لبصلا?,Where are onions?
شرح ليا القانون ديال المدرسة,Explain to me how the rules work?
طلع البيرو وعاود خرج,go to desk and go out again.
مانضنش غادي نعلن على الموت ديال الواليد من غير العائلة,I dont think I can announce my fathers death.
كون غير قدرت نسوڭ.,"If only I drove, what would I do?"
ماتسخنهومش بزّاف.,Don't overheat them.
مانضنش غادي يكوب داك العصير راه أسر,I dont think he will pour the juice.
و لكن أتكون زينا أنّك تعيش هادشي معا شي شخص اخر,But it would be nice to experience those things with someone else.
فيا لعطش,I'm thirsty. What should I do?
واش كتهدر معايا أنا,Are you speaking with me?
كايدرني صبعي,Why does my finger hurt so bad?
أشنو كاتقصد ب ؟,What do you mean by X?
حتى منين كايكون اضطراب,What happens when there is turbulence?
مابقيتش باغي ندوز لهاد سيد عندي فلكبينة ماتخليوهش يدخل,I will not examinate this patient.
باراكا من لهدرا,How can I stop talking?
كانتسنّا فيك ت درب دورة بلكلب,I'm waiting for you to go with the dog.
دابا كولشي كولشي تبدل,Everything has changed now.
للأسف.,Too bad.
ها كيفاش تبدا,How do I start learning programming?
كون غير قدرت ن تور المعارف ديالي,"If only I had better knowledge, what would I do?"
السيمانة لي فاتت,Last week:
إمتا غادي ت تقلّب لييا علا خدما زوينا,When are you going to give me a good job?
يوليوز,July 1.
دوار هو هو ماتبدلش,Dawar still the same
حلّ التلّاجة,How do you open the fridge?
فين كان عقلك,Where is your mind?
شي حاجة زوينة؟,What is something good?
هو مزوج,He is married.
شرا سيرو ديال نعاس,He bought sleep sirop.
معلم,"Mr. Trump said he had ""no regrets."""
كوبشلبقيش,My cup is empty. How do I fill it?
كان كيسحاب ليا غادي دورني فلمدينة,I thought that he will show me around.
بانت ليا بهال بغات دير شي موسيبة,She wants to do a provlem.
خود مكونات رخيصة، راه غير عيد ميلاد، ماشي استقبال ديال أمير,"It's only a birthday, not the reception of an amp, take cheap ingredients."
شنو هوا أهم قرار قديتيه ف حياتك ?,What is the most important decision you have ever made in your life?
ماعرت فين غايوصلنا بلانك,Where is this taking us?
واش أعامو,hey man
ميرا كايديرو ليز فيديوهات,They do videos.
بغيت نربي مش,I want a cat. How can I get one?
الجرائم كتر ف المدون الكبار,The crimes are more.
راه وصلتها لعرس ياكولن,I brought them to the wedding.
عمرك جربتي تاكل شي ماكلة مرة بزّاف,Have you ever tried to eat a lot of food?
كانحسّ براسّي بحالا أنكيب,I feel like I am going to pass out. What should I do?
ولكن ماعندي ماندير طبيب شاد عطلة,I dont want no lazy doctor.
كترتي عليه,You exaggerated.
آه، كاين بزاف ماتشوف فأمريكا الجنوبية,There is a lot to see in South America.
كاينين بزّاف دلكتوبا فوڭ طبلا,There are many books on the table.
غادي نمسح كولشي,I will erase everything.
قل لطلوت,twenty to
كايعجبني نسافر,I like to travel. Why?
باش ولدتي,"Since you gave birth, how long has it been?"
ما تعطلش,How do I not be late?
راه محلوف هاد الراجل فيت ليا شايفو,This person is familiar.
صافي واخا,Alright.
كي دوزتي عرس,How was your wedding?
بالفعل!,Exactly!
مانضنش غادي يخوي داك سندوق,I dont think he will empty the box.
ف أسوأ الأحوال، غادي يهبطو,"At worst, they'll go down."
المشاعر ديالي كانو حقيقيين,I had true feelings.
تانفكّر واش نشكا من هاد الجيران ديهوم ل إزعاج.,Do you think of complaining to neighbors?
شحال كاتصوّر ت لفلوس,How much money do you make?
اشمن نكهات عندهم؟,What flavours do they have?
أول مرة تشوفها,When was the first time you saw it?
هاد لرد جيدة لي تخرصو فيها كايسدق,This field is good
