tgt,src
بلا ماتدخل ل هاد لبلاصة,Don't go to this place
كلشي مع الوقت غادي يتقد,everything with time will burn
كايعجبني الخيار وزيتون,i like choice and olives
بغيت نفيق بكري,i want to wake up early
لي دار دنب يستاهل العقوبة,my home is worth the punishment
مستعد نتحمل المسؤولية,I'm ready to take responsibility
ودوز عندي الخدمة,I've got work
درت لما يتيب ف البوتة,i didn't wanna talk to him
كانت الحركة ميتة هاد العيد,The move was dead this holiday
شريت صندالة,i bought a sandal
عمرك ت دايع راسك و تبقا غير ناعسّ فدار ديال لبحر,Have you ever tried to stay at sea
را كايجيوني فلوسو دخيا فالبنكة,he's making money in the bank
ماتعتادرش,you don't get used to it
كون غير قدرت ن فتح ليك شي محل,if only i could open you a shop
قاليّة نتلاقا معاه,I told him to meet him
دربني البرد فصيف,it's cold in the summer
خوك فالحرفة عدوك,your brother is your enemy
ياكما فيا سينتا,the two of you are in the cathedral
هاد الماتش ماشي بحال أي ماتش هادا را كيتفرجو فيه الملايين,It's not like any of this is going to be worth millions
فاش ما بغيتيني تلقايني,you don't want me to find me
كمنكسي الكافي,as much as it is
شادي ولدك عليا,show your son to me
تسالا لوقت,ask for time
رئيس ديال أميركان؟,the president of the United States?
أنا ماكانقدّي تاحد,i wouldn't be happy
علاش مابغيتيش تعرض عليا ملي درتو حفلة جيت لبحر,Why don't you wanna show me a party
علاش كتسولي؟,Why are you begging me?
الفوطة ممسخة,the towel is dirty
ديما نتا هاڭر راسك,you are always here
كانتسنّا فيك ت ميّز ما بين هاد زوج ماكل,I'm waiting for you to distinguish between this husband
ماتكونش قليل الصبر,don't be patient
إمتا غادي ت تعاون معايا,if you will cooperate with us
ماعرفتش,i don't know
كانت قهوة زوينة تقليدية فيها بغير و معزات و دجاج,It was a traditional coffee with no clothes and no chicken
كانتسنّا فيك ت عزل راسّك فشي بيت ملي مردتي,I'm waiting for you to take your head off
ماغديش تكوني نتي سباب مشاكل,you don't have trouble
والدي هادا ندير فيه لي بغيت,my dad will do it for me
راه عزيز عليه يلعب كورة في الليل,he wants to play at night
القراعي ديال الزيت تتخسر ليهم سدادة,they lose a shirt
بلا ماتبقا مڭابلو,Don't be late
باقى كاريا؟,the rest of the cara?
هانا غدام الباب,let's get to the door
كيعجبك تجرب دكشي جديد؟,do you like to try a new one?
أنا ماغاديش نجاوبك,I won't help you
أنبقاو صحاب للأبد,stay with you forever
أش واقع?,what's happening?
مالكي على الكدوب,you need to eat on the boobs
خاصني نشري تباسل بحال هادو,i need to talk about this
سوا,all right
بلا متعاود ليب أسرارك,Don't tell me your secrets
أنا وياه كانبغيو باقدياتنا,i and i were looking for our cups
سير الحانوت.,go to the shop.
أنا و ولد عيني عدنا نفس لعمر,me and my boy are back the same age
واش جو تلامد كاملة,didn't you get all wet
كيندير ندوز ل شاريع محمد الخامس,there is a number for the number five streets
عينو زينة,I'm looking for a nice one
بلا ما التاسل بيه,without asking me
واش إمكان ليا نشد ليك فيديك عفاك؟,Can I ask you if you have excuses?
مانضنش غادي نخربق,i don't think i will go wrong
كان كيقدر يخلص بيه الكرا ديال واحد البيت و غير ماكلتو,he could have saved him from the house
بلا ماتقول ليا والو,Don't tell me
كون غير قدرت ن تفعل معاهوم,if only i could do with them
متلومي غير راسك,i'm sorry
على الكواليت ديال لپرودي تشريه بهاد التمن را شي حاجة هربانة,I'm waiting for my parents to buy it
كيجاك شعري?,do you want my hair?
خير زهر هادا,this is good
طلب مشترك صعيب يتقبل,a common request is difficult to accept
واش طولت فيك مزيان؟,do you have a good time?
تلعط هتا شفت الفوڭ,I'm waiting for you
حزيت هوايجي وخرجت كانقلب على شي تاكسي,i took my clothes and went out like a taxi
نسبة كبيرة ديال السرطان ديال قرجوتة سبابها للڭارو,a high percentage of cancer is a cause of cancer
أنا ماغاديش نتلقاك,i will not receive you
خاصو يرطب بزربة فالماء,it's special in the water
كانعرف واحد البنت خدامة ب450ده,i know one girl is working at 450
عمرك تدوي معايا و نتا كتنفخ,you should never sleep with me
شحال تمعت في الأخر هانا من محكمة المحكمة,i've had fun at the end of the court
نسيت ما عاودتش لك,I forgot what I did to you
مانضنش غادي نعالجك,i dont think i will fix you
باز لي غادي يتزوج و شحال غادي تقام عليه دفوع,he will get married
نوع ديالو زعمة علا سولتيني دابا,she's pretending to be too late
راه عملية هاد الفكرالي قطارحتي,"this job is intellectual, you know?"
مانضنش غادي ينقص من ليدم,I don't think he's gonna lose his blood
راه مقبول هاد الوليد فالعائلة و ناوي لحلال,"that's okay, this baby is family and he's looking for a solution"
كنت غير كنضحك معاك,I was just laughing with you
مابغيتيش تعتارض على دكشي لي قلت,you don't wanna object to what I said
مساء الخير,good evening
كون غير قدرت نطبع لهدرا ديال الواليد,if only I could print this for my children
لليل كاملو وهيا فايقة,the night is full
كيفاش كتنعسّ لا جنبك ليمن كولا ليلة حدايا مرتاح,how do you sleep
رجع الذكريات ديالك,go back to your memories
كولشي شفار,what are you saying
علاش كاتّعامل معايا بحال هاكدا?,Why are you treating me like this?
تكرفس في طريق,you pay in the way
شعلي تلي,light next
باينة فيها شتا ماتا,when she died
مزيان ترتاح شوية.,It's nice to rest a bit.
امتا غادي تولدو,when will you be born
و أنا كانقدر على زيوت أساسية,I'm capable of essential oil
هاد لغنية كاتعجبني,this song I like
عمرك جربتي تقلل من شراب,Have you tried to reduce your drink
ماتڭولنيش شي حاجة ماڭولتهاش,he died and nothing happened
مانضنش غادي يموّل ليه شي حد هاد لمشروع ديال سبيتار,I dont think he will finance this project
سافرت بزاف ديال المرات,I traveled a lot of times
واكواك آعيباد الله,and I will pray to god
عفك إيلا كان ممكن أستاد داك ناشد جديد,if only I could take this new appeal
صباح الخير,good morning
فوقاش ساليتي للخدمة؟,did you ask to work?
لموهيم درتي لي عليك,if you want me to talk to you
غانورّيه ليك,I'm going to show him to you
سمهي ليا أنا بغيت غي نعرف قصتك,I want to know your story
كانتسنّا فيك ت نقّز من لبالكو,i'm waiting for you
ماڭلتي لينا والو ڭلت نسولك شكون,i will not ask you
دوسّي راه كامل,take a full look
مشا عليا لحال,he went to me
عمرك جربتي تشكّل شي فرقة واعرة ديال كورة و تكون نتا رئيس ديالها,Have you tried to create a rogue team and become president of hers
الدجاج مقلي,Chicken is fried
إيلا بقات الكورة مفشوشة خاطفش لينا رجلينا,if the ball stays open we will have our legs
داكشي لي صعيب درتيه,it's hard for me
صافي مورا ما شت راجل حاز عليا الموس ستسلمت,i don't want a man
أنا غادي نسفيها ليها قبل مانمشيو,i'm going to blow it to her before i go
مانضنش غادي نسويب الكار,I don't think I'm gonna fix the car
هيت أنا كنت تايها في صالة,i was in the gym
كون غير قدرت ن عدّمك على دكشي لي درتي,if only I could help you
نتحداك ماتخرجش من دار,I dare you not to go out of the house
راه داروري تمشي عند طبيب أولا عليك الحال,you should go to the doctor first
"رد بالك, هاد الحجر راه كايزلق بزاف, مبغيتيش تهي","Answer yourself, this stone is too slippery, you dont want to go"
كانعمل تقدر تعاوني,i'm working you can cooperate
كولا عام داروري كاندير زاكا,i have a year
ليعندو وش هوندا,what do you want
سمحلي ماعرفتكس هنو قول ليك,i didnt know what to say to you
أنا غانود دابا باش نبدل,i'm gonna change
آه مرحبا عانشوف واش باقين ديال هاد الفيلم,ah hello do you see the rest of this film
و كنحطهم على رجليهم كل مرة,I'm going to sneak them on their legs every time
كاين هادا واش بغيتي تجربو,where is this for you to try
جبال هنا زوينين بزّاف,the mountains here are too good
جي مرحبا بيك,hello to you
ليلة نمشو,the night of the night
كون غير قدرت ندي شي عرض واعر في هاد الريسطورة,if only I could make a good offer in this breakfast
دهك البازل,this is the bottom
واش كادجيك شي حاجة؟,Is there anything you can do?
كان كيسحاب ليا غادي عليجني دخيا,i thought that he will make me a guest
هوا عيد ف تفاحة,It's an apple holiday
وبغيت نجمع ليها,i want to collect it
واقيلا نسيتي شي حاجة؟,Have you forgotten something?
لي دراتك كادرنا,you shouldn't have
هاد الجسر ماكملوه تا رونو طريق,this bridge didn't finish the road
راها عارفة راشا اشنو كدير,she knows what she looks like
غسل يديك,wash your hands
كايبيعو داكشي د بلاستيك,he sells these plastics
"أه, فهمتك.","Oh, I get it."
إكون تا واحدة,be one
نتحداك تشطح ليا شرقي,I dare you to go east
مابغيتيش ت لعن شي حدّ,You don't want to curse anyone
ديق فالباب,it's in the door
أنا غادي ن وقف ليك شي تاكسيات باش يوصلوك,i'm gonna get you some cabs
"عندي مبادئ, ڭلتها ليك","i have principles, i want them for you"
ختي هرم عليك فين مشيتي؟,do you know where you went from here?
غادي تانسا غادي تنود تكمل على خدمتك,you want to continue your work
هادشي غاينسيك فكلشي,that's what i'm talking about
ولخدمة هادي نيت,I'm working for you
كولشي باغي يجري عليها من العمارة,what is going on from the building
وكانشوف عينيتو,i saw my eyes
كان كيسحاب ليا غادي يعتمد هاد المقاربة صدق دارب ليا خدمتي كلها فزيرو,i thought that he will take this approach
واش باقي شوية؟,Is there somethin' left?
فين غادي هاد طوبيس؟,where will this be?
إيلا بغيتي ديني معاك آختي,if you want me to go with you
هاد دار كاتل على الغابة,this house is in the woods
بهال والو تكون مخطط,if you're planning
سيفت ليا الفلوس,the money went to me
الموسيقى الوحيدة لي كاندير هي الجاز,the only music I have is jazz
هو عارف مزيان,he knows well
خوف ولا باغي تربح فيها,you shouldn't win in it
راه خاير رسمية هاد الخدمة,this job is official
أنا غادي نوجدو دابا,i will find a dab
كانسييق الدار,I'm gonna take care of the house
نقدرو غير ندورو ل تاكسي?,can we do nothing for a taxi?
كون غير قدرت مانتفقش معاه,if only i couldn't talk to him
أوتاني,i'm sorry
نتحداك تلاقا مع داك اللعب,I dare you to meet me
كانعيدك,i promise you
سيمانا,we're gonna
شكون فيهوم لي حسن,they are good
راه كيتسناك برا.,we need you on the ground.
الباراه كامل مساليت,i'm full
مابقيتش باغي نزيدك همّ.,I don't want to make you feel better.
تانفكّر واش نقدر ندخل ل هاد منطقة,I'm thinking if we can get into this area
خايكون هو لي دا ليا فلوسي,i'm waiting for my money
باراكا من دحكة صفرا,it's too funny
فيا الموت ديال الجوع,in death is hunger
عمرك تشكا على ناسّ بقا ساتر راسّك,you should never suspect people
أخي وحتى نتا,brother and even you
إوا ولوقت لي كانا كانلعبو فيه الكارطة,if only I could play the carburetor
الحضرا ماشي هيا لي غادي توصيك,i will recommend you
ماشي شي حاجة نيت,"It's nothing, Nate."
غادي تلقى تما حيوانات كتر من هاد المشاش!,I will receive a lot of animals from this gauntlet!
كنت أوّل مرة كانمشي فطيارة كنت خايف,I was walking a plane the first time I was scared
نتي أمري وأنا نفض,i'm done
لمهم راه غادي يدعيه,he will invite him
دوزت 5 رؤساء واحد فيهم لي كان مدير,"I did five bosses, one of them was a boss."
ناويين يتزوجي,we want to get married
ياكما محرشينك عليا,you are embarrassing me
ماتسوقراش شحال فرحان اليوم,I'm not shopping too happy today
بديت كانغوت شي غوات ماعرفتوسه,I'm waiting for something I didn't know
علاش مابغيتيش تحرب ماتعرف تسدق ليك,Why don't you wanna fight what you know
غادي نتخرج العام الجاي,i will graduate next year
مابغيتش نفطر,i don't want to waste
تسبهو على خير,it's okay
غايدي يهرفو ليا على فلوسي,i thought that they will beat me to my money
ريستو واعر,it's a shame
نهار كامل وأنا كانجري، تابع الأوامر ديال رئيس ديالي,"whole day I'm running, I'll follow orders from my boss"
سمحليا إيلا قتلك شي حاجة قلقتك,let me kill you something I'm worried about
كان كيسحاب ليا غادي يسوڭ مسيان داك لكر,i thought that he will be happy
سير داوي راسك ولا خيزد عليك الحال,go to your head or you shouldn't be right now
غامر بحياتك,take your life
تعطلي بزّاف باش ترمي لكورة,you are too late to throw a bottle
ماقدرتش نحيّد عيني عليك,i can't help myself
مشيت قلست كنتفرج,i went to bed
خاصك دزوج,your husband is my husband
خرجي تريك أحد سيدة,go out and show someone
قلت ليه عند شي دراري شابي,i told him I have something to do
ماتديهاش فهدرتهم,she doesn't have to waste them
أنا مخنوقة,I'm strangled
كان كيسحاب ليا غادي يتسرب المتحان,i thought that he will leak the store
نتا دابا كادحك عليا,you are too hard on me
كايبرزطني,I'm waiting for you
خاص نشريو لمكت على قبل العيد الكبير,I'm gonna ask you before big Christmas
تعطلي بزّاف باش تراجع,you are too late to back off
كولا نهار كايدوزو من هنا,it's a day from here
واخا، غادي نبقى نصوب الحلوى في ديك الوقت.,"Okay, I'm gonna stay for dessert at your time."
مشيت تبعتها,i went after her
هادي ماشي بدية زينة ل نهار,this is not the beginning of the day
واحد المداربة نادت عدنا فالدرب بسيوفة ماتفرقات تا جاو البوليس,i thought we should go back to the police
خدم البلوطوت,he worked at the oak
كان ممتع البارح بالمقول,It was fun last night
و هينا معاك,and here with you
شهال تشتنت عليك,she is distracting you
كون غير قدرت ن تفاعل معاك,if only I could interact with you
باراكا من لهسد,he's coming from this shithole
مابقيت كانشوف والو,i don't see anymore
ماتبقاوش ترڭو المراكب ديال شراب,you can't see the boat for a drink
كتشبعي الختي,you are satisfied with my sister
أشنو بغيتي تاكل,do you want to eat
ألا كان هادشي لي كاتقصد,if that's what you mean
راه الأقلاق ديالي حادية لور لور مورا ماتصاحبت معاكم,I'm at the center of the room
راه رمزي هاد التمان,it's symbolic
خاص نقدمو عليه دب مانديوعوش الوقت,we need time
أنا معاه ف سبيتار,I'm with him at the station
ڭاع لحوانات سدين,the bowls are closed
أنا غادي ن مسح سبورا,I'm gonna wipe a swim
ملي تكون معايا بنتي ماتغوتش,"if you are with me, my daughter isn't hungry"
بديت كانغوحوت عليه,i thought i was jealous of him
كيفاش قبلت عمليك,how did you accept your work
بلا ما تدير داك المورتّب,Don't do that grocery
اتكون عارفة,do you know
مالك غير كادوري عليا,why don't you tell me
عندي شي خبر مسيانا ليك,I have some good news for you
مابقيتش باغي نعاني معاك في هاد الفقر,I dont want to suffer with you in poverty
بغيت نبدا نلعب لڭولف,I want to start playing a game
اشنو درتي معاه,what did you do with him
علاش مابغيتيش تجي للبحر,Why don't you want to come to the sea
كون غير قدرت ن تفاوض معاك على الأشهر ديال شركة,if only I could negotiate with you
مانضنش غادي نقوي عليك,i don't think i will fix you
شكون بحالك,I'm sure you are.
قلل ناسك يرتاح راسك,you need to rest your head
تاتغداو و سيرو,she will go to lunch and go to school
واش خدمتي اليوم,what did you do today
إوا جي الكازا راه بردا,he is cold
"مسا لخير, كي داز نهارك?","Good evening, how is your day?"
أشناهوما لوعاب تقليديين لي معروفين عند الدراري سحر ?,what are the traditional games known to me for magic?
لقات ليا واحد البلاصة فواحد الكونسيرت لحد لي فات,let me go to the park
منين نتا؟,Where are you from?
كان عليك حتى تشوفيها عاد كريها,you should have seen her again
راني كنت غابر,i thought i was awkward
الحاجة اللي كتدير هي سدان النيف و عضان ديال البخوش,what you need to do is cute and bite
واش خديتي الدوا ديالك؟,did you take your dad?
راه مابغيتش يخرج,you don't want to come out
الخدمة بعيدة ليا على دار,my job is far from home
كون غير قدرت نلقى شي ملحوس واجد لديك القصة,if only I could find something good and find the story
لا!,No!
تعطلي بزّاف باش توّر لقدورات ديالك,you are too late
داروري نعرف عليه شي خبر,we know something about him
بيت سنان بيدين,the house is in my hands
عطيه فرصة,give him a chance
صافي واحا حتا تجاوبك,clear until you answer
مابقاتش حاملة راجلها تلع ليها فراسها,I don't think she's pregnant with her husband
كان الحلم ديالهاتكمل قريتها,the dream was complete
الله يعمرها دار و كانضحّكهوم,they have a house and they have a lot to laugh at
تقدري تاكلي لي بغيتيها,you can eat me
كايعجبني نمشي لتما,i like to go
بلا متوريه فالامتحان,without passing the test
الباب لمحلولة كاداحل الخول و الخولة,the door is empty
كانت كاتخنزر فخوها,she was poking her brother
دخلو وهوما دايرين ماسك,they came in and they're waiting for you
كيفاش سالات القصة؟,what's the story like?
مابقيتش باغي نمدحك حيت كاتحس براسك,i dont want to praise you
خبارك يجيبها للأخير,your brother will answer to the last one
حك الكامون يعطي ريحة,it's a bit of a hurry
ستف الكتوبة ب الترتيب,she will write in order
عيش معا راسك,live with you
رد البال لراسك,take care of yourself
علاش مابغيتيش تقطعل العافية را ماغاديش تحرجك,Why don't you want to break up if you don't want to embarrass you
إمتا غادي ت وازن بين ڭاع لمسأولييات لي عندك,When will you balance my questions with you
علامهم يجو,let them go
كولّا نهار,eat the day
غادي يغنيو شلحا,he will sing
مزيانة فيك,it's good for you
كون غير قدرت ن عجب كولشي,if only i could wonder
راه متشر هاد لمرض,this disease is spreading
بغيت نقاد سناني,i want to change my tongue
فيها شي عيب,there's something wrong with her
ماخليتينا ڭاع نرتاهو,you didn't leave us
كانتسنّا فيك ت جيك شي دربة فراسّك,I'm waiting for you to show him
فكرة واعرة!,It's a good idea!
عطيني نهار واحد,give me one day
متاور معا راسك,I'm nervous with your head
أحياني عليك الكداب,Sometimes you have to lie
ماسدقش لينا هادشي,I will not talk to you like this
شبعت.,I'm full.
جاو عندنا شي ناس دب,we have a lot of people
كانتسنّا فيك ت نشر لحوايج باش ندربو شي دورا,I'm waiting for you to spread the clothes
ماكايسوول عليك غير لي كايبغيك,I'm not asking you but you do what you want
البهر زوين اليوم؟,is it good today?
تانختارو شي إيلا نتفرجو فيها في شي فلم، راني موجد ليستا ديال لفيلمات,I choose to look in a movie
لي هرب الجواج هرب الطاعة,he ran away from me
كان كيسحاب ليا غادي توّر لبلاد هاد سنين لي فاتت,i thought he'd come to the country for years
واش ماهشمتيش,isn't it?
الواليد ملي شاف الحبة دخلة رجع لور,the parents went back
أول رحلة ليا لبرا!,my first trip to work!
اشناهوما الأغاني لي كايعجبك تسمع ليهم فصفر؟,what songs do you like to hear from them in yellow?
علاش درتي لينا هاد الحالة,why you didn't show us this situation
واحد راجل مسكين هادي عام و هو كايعاني مع سرطانة ديال بروستيت,a poor man has a general problem with his prostate cancer
ناري كون عق بيا,I need to be careful
ندير لي بغيت,i will do what i want
راه قرينا دكسي,we're looking for a dex
واش 9 ديال ليل ولا صباح,Isn't it 9 a night or a morning
ماخليت هتا قنط,i didn't think of it
راه ساكن فلڤيلا,he's a villar
هاد الضحكة شحال هادا ماشطا ف وجهك,this laugh is not in your face
يالاه خديتيها لولدي,you took it to my son
شهيتني يختي,she made me a sister
اشنو العجبك,what do you like
نقدر نعاونك,i can help you
علاش مابغيتيش تبين ليا اش عندك,why don't you want to show me what you have
كاندن غير شلادة باش نبقى متبع ريجيم راني خليت,I'm just going to stay on track
مالها كاينة غير هيا,what's her name other than her
كانتسنّا فيك ت يسّر ليها باش تنجح,I'm waiting for you to make it work
تلفت هاد المرة بزاف,this time is too late
ماكراهتش شي تونوبيلا واعرة,you don't hate a tonobella
واش باغا دجبدي ليا صداع,did you want to give me a headache
عطاني طبيب فانيد و سيرو و تحليل,he gave me a doctor
غاتي الماكلة لي فقطقبلها,he just eats for me
ملك دايخة,the old king
عطيني نميرة ديالك,give me your tiger
ماعندك فين تخرج,you don't have to go out
أنا مريض,i'm sick
كولشي كيتسناك,what are you talking about
عمرك تصيفت ليا شي برا ديال الفلوس,you should have done a lot of money
اللتمينا هنا مكاينش بهالها,you can't tell me what it is
رحلة سعيدة,Have a nice trip
إوا الله يسر,God is happy
كاينة سيدة لي خدامة هنا؟,how is the lady working here?
تعطلي بزّاف باش تسول,you are too late to ask
واش ماعيش معاك,don't live with you
حط القرعة فوق الطابلة,Put the lottery on the table
ماتهديهومش,they don't give a shit
لما مقتوع,i didn't buy
راجلي خدمتو هاديك سولتو البارح,my man worked for you yesterday
راه قاسح تمشي لبلاصة فيه نواوي,it's too late to go to his place
"و لكن, صراحة, خسّنا نوڭفو هنا.","But, to be honest, we're not done here."
كايبلانيو الحفلة,the party is crazy
شي واحد كبير أولا غير جوج ديال الأصدقاء؟,What's a big one or a good friend?
نص ساعا,what is it?
واش عندك شي مشكل؟,do you have a problem?
ماعجبنيش.,I don't like it.
ڭلس لقدام,let's go
صافي نيت مدة هادي و أنا باغي نجرب ماكلة طاليانية حقيقية,I've been waiting for a while and I want to try real food
ريح لارد شحال فيك ديال تبرزيت,I think you're gonna have a good time
كانقلب على شي ناسّ كايعرفو يدويو بلفرنسي,I'm working on something that people know about in French
الكوزينا ولات كلها عيوب,the casina and the whole thing is wrong
لوقت هو لوقت ف هاد السيمانة,for a time it's a time of goodness
هادشي بزاف عليا,this is too much for me
راه عكسي ماكانفخروش بحال بحال,he didn't look proud
صافي قاديت زهري كامل,i drove a full pink
عمرك جربتي تمركي شي بيت كوفرا,Have you tried to make a house
واش غاندير كولشي ولا شنو,do you want to do anything
ردلبال,i'm sorry
مابقيتش كانتعشش حيت الماكلة ديال ليل كادرني فلمعدة,i didn't live in the food
أوه,Oh
الحوايج مموسخين,suitcases are dirty
سيمانة جاية نوين نكتشفو شمال كل ديال البلاد,we will find the north of the country
عفاك أسيدي خليني غير هينا هداك,"excuse me, please leave me alone"
كاين عرام ديال نسبة كايديو فلوس البلاد,there's a lot of money in the country
شوف رموك أش دار,see what they've done to you
هاني غانمشي نجيب الكارطة دابا,I'm gonna go to the barbecue
خديت داكشي لي بغيت,i took it from me
مابغيتيش تحوّل دوك لفلوس لمولاهوم,You don't want to make money
أنا تالع فسانسور,I'm fucking a professor
لاباس شوية؟,Is it okay?
شفتي؟,Did you see him?
وا ناري شحال هماجيين مع الحيوان,I'm looking for a couple of animals
بزّااف منها!,too much!
ياه على مفاجا,It's a surprise
هادي هيا لوقيتا,this is my time
واش كادنن بلي نقدر نخليه يسيني ليا فالمنديل؟,can I leave him alone with the napkin?
فل إطاج التاني,Let's take the next one
تعطلي بزّاف باش تجمع حوايجك.,you are too late to collect your clothes
مكاين ليغادي يعقل عليك,there's a place to make sense
خاصكوم جمعو شملكوم,they will gather
كانفضل نسكت,I prefer to shut up
نتحداك ت قنعو أنهو خليت,I dare you to convince him
عندو قيمة,he has value
علاش كاتكدبي,why do you lie
بحال الكسكس ملي كايكوا رزقو كايخمدو عينيه,"for the sake of the cabs, they made a living in their eyes"
علاش كضحك؟,Why are you laughing?
واخخا توريني ف الخريطة؟,are you going to show me the map?
هادشي كامل و غير ساوبتي معايا,this is perfect and you are not happy with me
أنا جاي ل دار إنشالله,I'm coming to the house
كان ممكن تختار مشروب رخيص,you could choose a cheap drink
كون غير قدرت ن خلي داك جبل ينجرف,if only I could leave this mountain
كيقرا فتونوبيل,they read the phone
شحال من موس شفر?,how many mooses are there?
خليت ساكي ف تاكسي,i left a taxi
كون غير هاد الهدرة لي كاديرو تعطيوها لينا غير خدمة,if only this waste was for me to give it to us but a favor
ولكن غادي تنوض,but i will beg
خسّني نمشي دابا,i'm going to go
"لا, راه طلبها مرا خرى.","No, she asked me again."
هاد البنت كانت كاتقرا معايا ف بتدائي,this girl was reading with me
غريبة هاد القاضية,this judge is weird
دو بيض ديال تونوبيلات فليل كايعميني,he's white in the towels like me
هو راه مالايقش ليها,He didn't tell her
الطروسة ديالي كبيرة,my homework is big
واش تقدرو تدويو تا نتوما واش أنا لي خانبقا خي داوي على حقنا,do you think you can make a note of what I'm talking about?
ماكرهت شي بيتزا دابا,i didn't think of any pizza
كانقطّع لبصلة,I'm cut off on an onion
هاد البلاد,this country
نتحداك ت تشبّط بدين ديالك واحا تكون ساكن برا,I dare you to hold your hands
لا أختي ما بلانش هادا مايمكنش,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
علش حتيتي ساك فلارد,why do you want to do it
سبيتار لي ولدات فيه حداش أشحال سدعونا,I've had a lot of kids to invite us
شكران على المساعدة ديالك,Thank you for your help
تبزنيسا,i'm sorry
كايبان ليا تاكسي فكرة مزيانة,i have a good idea
أش بان ليك فالمبادرة ديال الأكل الصحي لي دخلت فيها الحكومة؟,Do you have the initiative to eat healthy food for the government?
كوني مرتاحة,be comfortable
دينا معانا واحد كيلو كفتة,we have one kilo of food
قبل مايفوت الفوت,before he missed his check
دراتني درسة,she taught me a lesson
فقط مدقداج,just a spade
غادي يبيع بيسي ديالو,he will sell my clothes
الحد كيفاش كيقلب العابة الاخيرة,how to turn the last game
كنفضل روح عنيدة ف فضاء المفتوح,I prefer a stubborn spirit in open space
صافي لي وقع وقع,i'm clear to sign
بقيتي كاتنشي فيا نرجع لدارنا,you kept waiting for me to go home
آه راه شفتهم,Ahhhhhhhhhhhhhhhhhahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
دخلات الواليدة هات التاجين,The parents went to the crowns
داحكيني من أحسن,give me the best
كادوزي لوقت فداكسي بزاف,it's too late
تواهشتك,I'm looking for you
صافي لمي دخلات تولد دخل معاها راجلها باش ماتخلعش,why do you want to be born with her husband
خليني نضرب التمارة,Let me hit the clock
كان كيعجبني فصل الخريف,i liked the fall
مابغيتيش ت ولي راإس ديال لحكوما,you don't want me to go to government
مابغيتيش تعوم فشي بلاصة مافيهاش لحدّ,You don't want to swim at nothing
ماعلامتينيش,you don't know what you're talking about
بغيت نصرف هادي الدولار,i want to spend the dollar
ولكن ماصوّرات والو,But I didn't picture him
خاصك تعمر وقتك,you should spend your time
بنادم مكلخ,I'm sorry
أنربي هاد المشيشة,I'm raising this place
كان كيسحاب ليا غادي مايتافقش معاه لواليد ديالو,i thought that he will not agree with his parents
غدا,tomorrow
كاين حوت سلمون و كافيار و الكبدة.,there are salmons and caviars and livers.
فشي شكل هادشي ديالك,what's that look like
ڭاليه سمتك ڭاليه عرفتك,i told him that i knew you
شنو كتفكر دير من هنا القدام,what do you think this is gonna happen
خليني نكبر كي بغيت,Let me grow up to want
لي بان لينا كليناه,i thought we'd bother him
قاليا هدرة زوينة,they said a nice piece
هاد لهدرة ماخولخ لراس,this is not allowed
ماشي الهدف ديالي,Don't touch me
ماشي نتا لي غادڭولي شغاندير,why don't you tell me what to do
كايتقدا من الإنترنت,they're from the Internet
"خويا, واخا نسوّلك واحد سؤال عافاك?","Hey, will I ask you a good question?"
أنا قديت فيف,i'm driving viv
و مظلل زوين!,and dark shadows!
سير زوق بيتك,go to your house
وقف حدا لكوميسارية,stop the coma
تعطلي بزّاف باش ستاقل من هاد لخدمة,you are too late to take this job
تبارك الله عليه كيعرف يختار,God bless him so he knows he chooses
صافي يالّاه نخرجو برّا حبيبة أشنو مشهية,It's clear that we are going to have a good girlfriend
كون غير قدرت نعطيك جائزة,if only I could give you a reward
غادي تعانيو بجوج,you're going to suffer
واش هادي طريقة شيهة لتعلم الإنجليزية,Is there any way to learn English
نسيت ڭاع دكشي ديال سهر,i forgot what happened
شحال من مرة قلت ليك بعد عليهم,How many times have I told you
إوا آكس بان ليك أزين,if only you have a groove
تانتمنّا نڭدّو نخرجو دغيا!,we hope to get out of here!
خرجت من الدار,I got out of the house
بغيت نغسل شعلي,i want to wash my torch
المهندس لقا شي حولول ماكايناش,the engineer did something about what he didn't do
إيديا نبلو تڭول بحال الحساسية,i will do allergies
فين بيت الما؟,Where's the mom's house?
راه تات كون ماكلة منقياكس,the food is clean
كنحاول ندوز وقت مريح هنا و كنفضل مانتبارزاطش,"I'm trying to make a nice time here, and I'd rather not be late"
هادي ناموسية ديال بنتي,this is my daughter's place
رسيه مزيان,it's good to see him
ختي عليي بل فومر,it's on me and it's on me
شديت واحد سلاختو,I've got one of yours
واخا ترجم ليا هادي,explain this to me
كانّ حاز شي ميكا,he had something
والا ديالي تاهوا,or my parents are lost
كيفاش غادي نقدر ننسى,how much we can forget
قلت معا راسي علاش مانهدروش,i said my head isn't good
حطا ليك معيورة,i think i'm waiting for you
